date,open,high,low,close,volume
2024-02-05,18.4,18.4,15.0,15.88,2607726.0
2024-02-06,15.2,16.38,14.4,15.79,2280133.0
2024-02-07,15.51,15.77,14.3,14.68,1687830.0
2024-02-08,14.8,16.53,14.14,16.16,1700752.0
2024-02-19,16.33,17.22,16.33,17.14,1320111.0
2024-02-20,17.0,17.47,16.71,17.33,838011.0
2024-02-21,17.18,18.32,17.11,17.77,1123458.0
2024-02-22,17.81,18.78,17.78,18.78,1084218.0
2024-02-23,18.96,19.8,18.8,19.8,1203412.0
2024-02-26,20.5,21.3,20.1,20.79,1754939.0
2024-02-27,20.01,21.63,19.9,21.6,1552131.0
2024-02-28,21.57,21.89,18.81,18.99,2535795.0
2024-02-29,18.92,20.28,18.64,19.92,1739987.0
2024-03-01,19.96,20.3,19.73,20.23,860936.0
2024-03-04,20.35,20.38,19.4,19.53,1258909.0
2024-03-05,19.48,19.48,18.7,18.86,1395419.0
2024-03-06,18.86,19.73,18.71,19.56,1247700.0
2024-03-07,19.51,20.46,19.51,19.8,1215805.0
2024-03-08,19.67,20.04,19.14,19.61,965500.0
2024-03-11,19.45,20.06,19.43,20.06,979134.0
2024-03-12,20.15,20.37,19.83,20.31,877167.0
2024-03-13,20.4,20.6,20.04,20.39,739500.0
2024-03-14,20.35,20.6,19.81,20.11,740203.0
2024-03-15,20.1,20.54,20.0,20.54,885724.0
2024-03-18,20.54,21.35,20.54,21.32,1182929.0
2024-03-19,21.48,21.65,21.14,21.27,870400.0
2024-03-20,21.25,21.63,21.2,21.62,649900.0
2024-03-21,21.53,21.75,21.18,21.61,710013.0
2024-03-22,21.52,21.65,21.0,21.15,773000.0
2024-03-25,20.92,21.3,20.25,20.27,832278.0
2024-03-26,20.22,20.65,19.7,20.14,796000.0
2024-03-27,20.18,20.38,19.18,19.26,828800.0
2024-03-28,19.23,20.29,19.16,20.1,907692.0
2024-03-29,20.13,20.46,20.0,20.43,704624.0
2024-04-01,20.54,21.11,20.44,21.11,719744.0
