date,open,high,low,close,volume
2024-02-05,2.45,2.46,2.04,2.08,27356496.0
2024-02-06,2.04,2.19,1.83,2.02,25740200.0
2024-02-07,2.05,2.05,1.8,1.81,27524900.0
2024-02-08,1.81,1.97,1.46,1.96,31810715.0
2024-02-19,2.0,2.14,1.96,2.12,24240563.0
2024-02-20,2.13,2.19,2.06,2.18,15055493.0
2024-02-21,2.16,2.62,2.12,2.62,26771954.0
2024-02-22,2.69,3.1,2.56,2.83,71929496.0
2024-02-23,2.82,2.91,2.71,2.86,48730900.0
2024-02-26,2.81,2.91,2.81,2.84,35812895.0
2024-02-27,2.78,2.88,2.76,2.86,28385979.0
2024-02-28,2.86,3.3,2.86,2.94,62858516.0
2024-02-29,2.94,3.39,2.65,3.29,77178253.0
2024-03-01,3.35,3.73,3.14,3.36,83385491.0
2024-03-04,3.24,3.42,3.04,3.19,58684871.0
2024-03-05,3.12,3.15,2.95,2.97,44595871.0
2024-03-06,2.93,3.09,2.92,2.99,29251927.0
2024-03-07,2.99,3.09,2.96,2.98,26469670.0
2024-03-08,2.97,3.04,2.88,2.95,21904681.0
2024-03-11,2.93,2.98,2.9,2.97,17256898.0
2024-03-12,2.98,3.06,2.98,3.01,22114116.0
2024-03-13,3.0,3.01,2.94,2.96,17187400.0
2024-03-14,3.0,3.0,2.84,2.9,22370639.0
2024-03-15,2.9,2.92,2.85,2.92,14336796.0
2024-03-18,2.92,2.97,2.88,2.97,20717313.0
2024-03-19,2.97,3.01,2.94,2.95,19996306.0
2024-03-20,2.95,3.04,2.94,3.02,23596821.0
2024-03-21,3.03,3.05,2.92,2.98,22727084.0
2024-03-22,2.95,3.12,2.9,3.08,49935996.0
2024-03-25,3.06,3.19,2.92,3.15,48595517.0
2024-03-26,3.1,3.11,3.0,3.05,27874783.0
2024-03-27,3.01,3.02,2.77,2.78,28219596.0
2024-03-28,2.76,2.93,2.75,2.89,17200195.0
2024-03-29,2.86,2.99,2.85,2.92,19546310.0
2024-04-01,2.95,3.03,2.89,2.99,22430876.0
2024-04-02,3.01,3.18,2.98,3.03,33043491.0
2024-04-03,3.0,3.1,2.95,3.03,26433744.0
2024-04-08,3.0,3.03,2.87,2.87,19196532.0
2024-04-09,2.88,2.92,2.82,2.85,12430220.0
2024-04-10,2.86,2.87,2.66,2.72,19241676.0
2024-04-11,2.69,2.76,2.65,2.7,9071316.0
2024-04-12,2.68,2.8,2.66,2.71,11700155.0
2024-04-15,2.69,2.69,2.41,2.48,21545759.0
2024-04-16,2.43,2.48,2.14,2.14,24483985.0
2024-04-17,2.17,2.49,2.17,2.48,22488332.0
2024-04-18,2.49,2.54,2.34,2.4,21645981.0
2024-04-19,2.37,2.65,2.33,2.56,37046959.0
2024-04-22,2.51,2.54,2.35,2.44,22987098.0
2024-04-23,2.41,2.48,2.36,2.42,14465300.0
2024-04-24,2.43,2.46,2.38,2.45,13178078.0
2024-04-25,2.47,2.5,2.44,2.48,11581950.0
2024-04-26,2.49,2.5,2.41,2.42,14567900.0
2024-04-29,2.41,2.54,2.39,2.54,19559866.0
2024-04-30,2.52,2.58,2.43,2.44,16002461.0
2024-05-06,2.45,2.52,2.45,2.49,12015730.0
2024-05-07,2.47,2.55,2.44,2.53,15084664.0
2024-05-08,2.5,2.72,2.44,2.56,30921545.0
2024-05-09,2.5,2.59,2.48,2.55,19761300.0
2024-05-10,2.55,2.58,2.43,2.44,16130100.0
2024-05-13,2.47,2.47,2.33,2.35,12070300.0
2024-05-14,2.31,2.4,2.31,2.37,8103530.0
2024-05-15,2.35,2.39,2.31,2.33,7174300.0
2024-05-16,2.33,2.42,2.33,2.4,12720500.0
2024-05-17,2.4,2.44,2.38,2.41,8171164.0
2024-05-20,2.41,2.52,2.41,2.48,18297500.0
2024-05-21,2.46,2.46,2.33,2.38,18404500.0
2024-05-22,2.37,2.4,2.35,2.37,8467884.0
2024-05-23,2.35,2.37,2.29,2.3,10080200.0
2024-05-24,2.35,2.35,2.28,2.31,6626200.0
2024-05-27,2.3,2.33,2.27,2.31,5281875.0
2024-05-28,2.31,2.33,2.27,2.28,5294284.0
2024-05-29,2.32,2.36,2.28,2.3,6712200.0
2024-05-30,2.34,2.34,2.25,2.26,5847349.0
2024-05-31,2.25,2.3,2.23,2.27,4372510.0
2024-06-03,2.28,2.28,2.11,2.15,15038110.0
2024-06-04,2.14,2.15,1.98,2.02,17852888.0
