code,name,最新价,昨收,涨跌幅%,成交量,成交额
600006,东风股份,5.4,5.37,0.56,9340830.0,50175738.0
600007,中国国贸,18.9,18.87,0.16,1542900.0,29195710.0
600008,首创环保,2.84,2.85,-0.35,59343040.0,168759595.0
600009,上海机场,23.65,23.46,0.81,8323431.0,196313997.0
600010,包钢股份,2.28,2.27,0.44,299831623.0,679588807.0
600011,华能国际,6.78,6.76,0.3,51671699.0,349171718.0
600012,皖通高速,16.42,16.18,1.48,4359681.0,71085064.0
600015,华夏银行,6.55,6.62,-1.06,98775740.0,646464902.0
600016,民生银行,3.42,3.44,-0.58,127587763.0,437297635.0
600017,日照港,2.87,2.92,-1.71,67774205.0,193677639.0
600018,上港集团,5.21,5.18,0.58,43129860.0,224308987.0
600019,宝钢股份,5.83,5.82,0.17,90428483.0,525116787.0
600020,中原高速,3.95,3.95,0.0,18619815.0,73471965.0
600021,上海电力,13.71,13.76,-0.36,15343998.0,210596785.0
600022,山东钢铁,1.37,1.35,1.48,88832560.0,120323199.0
600023,浙能电力,4.94,4.92,0.41,25732376.0,126764757.0
600025,华能水电,9.56,9.64,-0.83,27229905.0,259904674.0
600026,中远海能,18.81,18.61,1.07,45529786.0,859537596.0
600027,华电国际,4.7,4.61,1.95,82456143.0,384781075.0
600028,中国石化,5.46,5.29,3.21,323849255.0,1752090729.0
600029,南方航空,5.06,5.03,0.6,57664052.0,291008770.0
600030,中信证券,27.93,27.93,0.0,97306790.0,2717858329.0
600031,三一重工,19.1,19.06,0.21,46631483.0,884804107.0
600032,浙江新能,6.87,6.89,-0.29,11287402.0,77445149.0
600033,福建高速,3.59,3.56,0.84,27613001.0,98644247.0
600035,楚天高速,3.67,3.63,1.1,34202839.0,124226351.0
600036,招商银行,39.35,39.58,-0.58,48103294.0,1893074628.0
600037,歌华有线,7.14,7.07,0.99,13865112.0,98650836.0
600038,中直股份,27.63,27.09,1.99,8497304.0,233797557.0
600039,四川路桥,8.82,8.7,1.38,19622498.0,171853715.0
600048,保利发展,5.19,5.18,0.19,229046258.0,1196488282.0
600050,中国联通,4.28,4.29,-0.23,74789216.0,319214100.0
600051,宁波联合,6.39,6.32,1.11,4550300.0,28864772.0
600052,东望时代,3.95,3.91,1.02,14424400.0,56946937.0
600053,*ST九鼎,7.75,7.64,1.44,2406200.0,18618945.0
600054,黄山旅游,11.44,11.3,1.24,8009978.0,91280143.0
600055,万东医疗,11.08,10.97,1.0,2439984.0,26991347.0
600056,中国医药,9.28,9.35,-0.75,9210203.0,85530053.0
600057,厦门象屿,6.61,6.41,3.12,23275365.0,151374624.0
600058,五矿发展,10.17,10.05,1.19,9029360.0,91568645.0
600059,古越龙山,8.21,8.51,-3.53,16320600.0,134399170.0
600060,海信视像,27.82,27.99,-0.61,7970640.0,220613155.0
600061,国投资本,6.51,6.53,-0.31,27489583.0,178838762.0
600062,华润双鹤,16.16,16.15,0.06,4633864.0,74746382.0
600063,皖维高新,5.93,5.84,1.54,54900192.0,324517629.0
600064,南京高科,7.71,7.73,-0.26,12604039.0,97169860.0
600066,宇通客车,30.06,29.91,0.5,8819577.0,264891707.0
600067,冠城新材,2.93,2.88,1.74,19422599.0,56504836.0
600071,凤凰光学,16.11,16.21,-0.62,2152851.0,34963870.0
600072,中船科技,8.9,8.89,0.11,10539091.0,94011690.0
600073,光明肉业,5.56,5.48,1.46,14021407.0,77529544.0
600075,新疆天业,4.9,4.69,4.48,26065260.0,125578778.0
600076,康欣新材,3.26,3.2,1.87,23335800.0,76077147.0
600078,澄星股份,11.28,11.1,1.62,24250546.0,272417883.0
600079,ST人福,18.66,18.45,1.14,10401631.0,193591396.0
600080,ST金花,4.92,4.89,0.61,2844400.0,14046859.0
600081,东风科技,10.41,10.37,0.39,2119010.0,22109946.0
600082,ST海泰,2.98,2.94,1.36,5701600.0,16939844.0
600084,*ST尼雅,4.32,4.26,1.41,4644900.0,19993422.0
600085,同仁堂,24.48,24.35,0.53,4594085.0,112213255.0
600088,中视传媒,11.55,11.55,0.0,2409091.0,27852613.0
600089,特变电工,19.3,19.36,-0.31,45420276.0,877243124.0
600094,大名城,4.07,4.08,-0.25,26722162.0,108692537.0
600095,湘财股份,9.55,9.54,0.1,209221341.0,2033210789.0
600096,云天化,31.58,30.95,2.04,51722995.0,1618393994.0
600097,开创国际,9.13,8.86,3.05,7714500.0,70122330.0
600098,广州发展,6.25,6.23,0.32,13243200.0,82449384.0
600099,林海股份,9.51,9.37,1.49,3132200.0,29650602.0
600100,同方股份,7.01,6.95,0.86,22223200.0,156144891.0
600101,明星电力,7.9,7.92,-0.25,5832557.0,46028643.0
600103,青山纸业,3.85,3.82,0.79,747674043.0,2970707691.0
600104,上汽集团,10.34,10.24,0.98,31326092.0,322015102.0
600105,永鼎股份,39.8,41.0,-2.93,124120615.0,5064166095.0
600106,重庆路桥,4.43,4.35,1.84,12727993.0,55895139.0
600107,*ST尔雅,5.78,5.82,-0.69,863701.0,5008474.0
600108,亚盛集团,3.81,3.78,0.79,283266071.0,1073027111.0
600109,国金证券,8.75,8.79,-0.46,22503853.0,196643567.0
600110,诺德股份,10.94,11.6,-5.69,214928988.0,2393075537.0
600111,北方稀土,40.62,40.91,-0.71,40250315.0,1634576703.0
600113,浙江东日,30.84,30.93,-0.29,4960000.0,154703431.0
600114,东睦股份,30.42,31.24,-2.62,16124632.0,498346362.0
600115,中国东航,3.56,3.55,0.28,100196075.0,355460026.0
600116,三峡水利,6.34,6.31,0.48,9989258.0,62863179.0
600117,西宁特钢,2.36,2.35,0.43,13510110.0,31741293.0
600118,中国卫星,60.23,61.6,-2.22,21054501.0,1279634684.0
600119,*ST长投,5.08,4.94,2.83,4668619.0,23627144.0
600120,浙江东方,4.94,4.95,-0.2,30058394.0,148034446.0
600121,郑州煤电,4.46,4.27,4.45,112842020.0,496736363.0
600123,兰花科创,7.32,7.32,0.0,19190932.0,140360922.0
600125,铁龙物流,5.48,5.45,0.55,13276109.0,72475090.0
600126,杭钢股份,6.76,6.82,-0.88,43783362.0,297097306.0
600127,金健米业,11.77,10.78,9.18,289228230.0,3291559267.0
600128,苏豪弘业,8.53,8.39,1.67,3663601.0,31101943.0
600129,太极集团,14.28,14.47,-1.31,12592020.0,180163879.0
600130,波导股份,4.53,4.4,2.95,29255100.0,131709098.0
600131,国网信通,14.94,14.91,0.2,4419537.0,66174804.0
600132,重庆啤酒,40.28,39.89,0.98,2351058.0,94215166.0
600133,东湖高新,8.72,8.31,4.93,37908372.0,328358131.0
600135,乐凯胶片,7.49,7.42,0.94,5988168.0,44858324.0
600136,ST明诚,1.47,1.44,2.08,7625225.0,11075435.0
600137,浪莎股份,18.29,18.07,1.22,1098700.0,20021436.0
600138,中青旅,7.26,7.14,1.68,10545669.0,75959085.0
600141,兴发集团,31.26,31.15,0.35,27294104.0,850531406.0
600143,金发科技,14.11,14.16,-0.35,21711358.0,307044016.0
600148,长春一东,15.68,15.62,0.38,1402400.0,21982227.0
600149,廊坊发展,5.05,4.99,1.2,6688600.0,33553632.0
600150,中国船舶,34.78,34.52,0.75,66566476.0,2314521986.0
600151,航天机电,9.95,10.09,-1.39,21785100.0,219898949.0
600152,维科技术,8.36,8.28,0.97,15392300.0,128592591.0
600153,建发股份,8.76,9.03,-2.99,44036936.0,389843777.0
600155,华创云信,6.31,6.26,0.8,36062321.0,226085362.0
600156,华升股份,8.54,8.59,-0.58,10327235.0,88449953.0
600157,永泰能源,1.6,1.6,0.0,374258050.0,597872747.0
600158,中体产业,7.18,7.1,1.13,22975832.0,164350420.0
600159,大龙地产,2.65,2.6,1.92,15577000.0,41003269.0
600160,巨化股份,40.54,39.54,2.53,48784892.0,1969332162.0
600161,天坛生物,12.34,12.47,-1.04,6449252.0,79733012.0
600162,香江控股,5.36,4.87,10.06,153441323.0,811039172.0
600163,中闽能源,5.25,5.07,3.55,27957314.0,145311517.0
600165,宁科生物,3.16,3.22,-1.86,19436499.0,61902347.0
600166,福田汽车,3.01,2.95,2.03,129449062.0,387218873.0
600167,联美控股,5.74,5.75,-0.17,6673227.0,38196735.0
600168,武汉控股,4.44,4.41,0.68,4519183.0,20032997.0
600169,ST太重,2.07,2.06,0.49,8809165.0,18227049.0
600170,上海建工,2.29,2.27,0.88,136399511.0,310805221.0
600171,上海贝岭,22.89,23.11,-0.95,9144253.0,210362904.0
600172,黄河旋风,14.42,14.61,-1.3,178255903.0,2592464390.0
600173,卧龙新能,6.34,6.24,1.6,4562800.0,28788474.0
600176,中国巨石,43.2,42.64,1.31,229406194.0,9951454887.0
600177,雅戈尔,7.86,7.79,0.9,20056364.0,156520280.0
600178,东安动力,9.69,9.68,0.1,4000152.0,38739122.0
600179,安通控股,4.73,4.66,1.5,60816794.0,286322854.0
600180,*ST瑞茂,1.52,1.51,0.66,12431397.0,18898266.0
600182,S佳通,13.53,13.51,0.15,1555700.0,21002952.0
600183,生益科技,145.65,140.97,3.32,98707824.0,14474844442.0
600184,光电股份,18.18,18.66,-2.57,18438007.0,339844803.0
600185,珠免集团,4.8,4.72,1.69,18723702.0,89340611.0
600186,莲花控股,11.94,11.69,2.14,271971627.0,3277198757.0
600187,*ST国中,1.36,1.35,0.74,19055900.0,25817798.0
600188,兖矿能源,23.02,22.68,1.5,49618376.0,1131355306.0
600189,泉阳泉,7.86,7.47,5.22,19206650.0,148292436.0
600191,华资实业,11.07,11.2,-1.16,7996100.0,88913496.0
600192,长城电工,7.12,7.13,-0.14,7370607.0,52522059.0
600195,中牧股份,6.89,6.78,1.62,10610849.0,72325991.0
600196,复星医药,22.87,22.89,-0.09,15438057.0,353062976.0
600197,伊力特,9.72,9.65,0.73,6019402.0,58217162.0
600198,大唐电信,7.77,7.93,-2.02,28717856.0,225471487.0
600199,金种子酒,7.24,7.04,2.84,28489980.0,204536345.0
600201,生物股份,12.66,12.74,-0.63,10785083.0,136456014.0
600202,哈空调,5.17,5.09,1.57,4711500.0,24232818.0
600203,福日电子,10.71,10.66,0.47,21771111.0,233058307.0
600206,有研新材,51.65,53.65,-3.73,98228439.0,5229448564.0
600207,安彩高科,4.46,4.44,0.45,11597408.0,51701491.0
600208,衢州发展,2.97,2.98,-0.34,58298800.0,173384151.0
600210,紫江企业,6.21,6.04,2.81,49499218.0,311215371.0
600211,西藏药业,38.66,39.09,-1.1,3606760.0,139777275.0
600212,绿能慧充,6.22,6.16,0.97,13748627.0,86054922.0
600215,派斯林,6.32,6.37,-0.78,5842500.0,37131024.0
600216,浙江医药,13.19,13.01,1.38,24985272.0,326212271.0
600217,中再资环,3.4,3.24,4.94,44522031.0,148833246.0
600218,全柴动力,7.67,7.57,1.32,6424900.0,48876007.0
600219,南山铝业,4.88,4.83,1.04,143242641.0,694422680.0
600221,海航控股,1.31,1.32,-0.76,176940920.0,231957313.0
600222,太龙药业,7.91,8.17,-3.18,19907888.0,159827617.0
600223,福瑞达,5.75,5.71,0.7,10097028.0,57885745.0
600226,亨通股份,6.06,6.2,-2.26,97315124.0,596550639.0
600227,赤天化,4.58,4.16,10.1,369082989.0,1600591549.0
600228,返利科技,8.31,8.57,-3.03,18163600.0,152070154.0
600229,城市传媒,5.22,5.12,1.95,2921401.0,15092653.0
600230,沧州大化,15.34,14.57,5.28,18005163.0,271720548.0
600231,凌钢股份,1.79,1.75,2.29,16013270.0,28403449.0
600232,金鹰股份,6.57,6.45,1.86,5236300.0,34205842.0
600233,圆通速递,16.92,16.95,-0.18,19321130.0,324556952.0
600234,科新发展,21.47,21.33,0.66,1117200.0,24059755.0
600235,民丰特纸,5.9,5.86,0.68,3604700.0,21161443.0
600236,桂冠电力,9.9,9.92,-0.2,7892376.0,77927600.0
600237,铜峰电子,8.49,8.49,0.0,21123173.0,180766925.0
600238,ST椰岛,4.67,4.67,0.0,2791300.0,13062018.0
600239,ST云城,1.45,1.44,0.69,12043936.0,17365055.0
600241,时代万恒,7.5,7.37,1.76,3297100.0,24509852.0
600243,*ST海华,3.8,3.85,-1.3,4074800.0,15598199.0
600246,万通发展,12.12,12.47,-2.81,80077279.0,989055163.0
600248,陕建股份,2.95,2.89,2.08,22375450.0,65563350.0
600249,两面针,5.39,5.32,1.32,6578100.0,35211790.0
600250,南京商旅,9.97,9.57,4.18,40895502.0,406294837.0
600251,冠农股份,11.77,10.7,10.0,65548070.0,748425928.0
600252,中恒集团,2.41,2.38,1.26,91154099.0,219316380.0
600255,鑫科材料,3.38,3.34,1.2,54965185.0,184878961.0
600256,广汇能源,6.54,6.41,2.03,116054509.0,752459139.0
600257,大湖股份,5.86,5.71,2.63,22712065.0,132109790.0
600258,首旅酒店,12.45,12.37,0.65,10277313.0,127474526.0
600259,中稀有色,83.09,84.96,-2.2,7894622.0,661485239.0
600261,阳光照明,3.2,3.16,1.27,10963977.0,34937988.0
600262,北方股份,15.38,15.42,-0.26,5620182.0,86875448.0
600265,*ST景谷,22.88,22.97,-0.39,525500.0,12028053.0
600266,城建发展,4.27,4.13,3.39,40422755.0,170951046.0
600267,海正药业,12.2,12.37,-1.37,20857171.0,255192178.0
600268,国电南自,10.64,10.7,-0.56,8236455.0,87772110.0
600269,赣粤高速,3.86,3.83,0.78,16055273.0,61746506.0
600271,航天信息,6.92,6.91,0.14,8286200.0,57516961.0
600272,开开实业,20.29,21.7,-6.5,56937212.0,1168852558.0
600273,嘉化能源,6.85,6.64,3.16,22702467.0,154097093.0
600276,恒瑞医药,47.32,47.61,-0.61,53239662.0,2522685032.0
600278,东方创业,6.67,6.34,5.21,19770761.0,130987775.0
600279,重庆港,4.39,4.37,0.46,6974450.0,30536294.0
600280,中央商场,3.12,3.05,2.3,28481800.0,88258024.0
600281,华阳新材,4.98,4.97,0.2,25373501.0,125976562.0
600282,南钢股份,4.75,4.74,0.21,29230560.0,138944417.0
600283,钱江水利,8.0,8.12,-1.48,3937001.0,31555927.0
600284,浦东建设,5.21,5.16,0.97,9080261.0,47166378.0
600285,羚锐制药,20.08,19.89,0.96,7190540.0,143972905.0
600287,苏豪时尚,4.98,4.86,2.47,3913710.0,19338273.0
600288,大恒科技,11.31,11.15,1.43,32253514.0,368921477.0
600289,ST信通,4.36,4.45,-2.02,1956700.0,8572471.0
600292,电投水电,12.56,12.52,0.32,7335630.0,92045393.0
600293,三峡新材,3.02,2.9,4.14,75401286.0,227734640.0
600295,鄂尔多斯,13.74,13.81,-0.51,7367666.0,100802045.0
600298,安琪酵母,41.3,41.08,0.54,4883175.0,201388244.0
600299,安迪苏,8.82,8.62,2.32,39436518.0,344961698.0
600300,维维股份,3.28,3.21,2.18,40674137.0,131709107.0
600301,华锡有色,48.78,47.69,2.29,10640100.0,515456165.0
600302,ST标准,6.55,6.7,-2.24,3275600.0,21805768.0
600303,曙光股份,3.03,2.94,3.06,22687600.0,68062592.0
600305,恒顺醋业,6.85,6.79,0.88,6252115.0,42674239.0
600307,酒钢宏兴,1.5,1.48,1.35,55900020.0,83519257.0
600308,华泰股份,3.34,3.29,1.52,9323587.0,31042539.0
600309,万华化学,78.04,75.92,2.79,47622107.0,3678448502.0
600310,广西能源,4.31,4.26,1.17,34611500.0,148236289.0
600312,平高电气,19.77,20.01,-1.2,12765857.0,252421859.0
600313,农发种业,7.5,7.23,3.73,178864784.0,1316055645.0
600315,上海家化,18.27,18.19,0.44,7632729.0,138685456.0
600316,洪都航空,30.78,29.23,5.3,23339547.0,708765594.0
600318,新力金融,6.88,6.94,-0.86,14969100.0,103039445.0
600319,亚星化学,6.58,6.34,3.79,5872191.0,38200782.0
600320,振华重工,4.14,4.08,1.47,43835489.0,180542294.0
600322,津投城开,2.76,2.72,1.47,24858772.0,68767335.0
600323,瀚蓝环境,30.23,29.99,0.8,2744545.0,82421028.0
600325,华发股份,2.48,2.41,2.9,79986079.0,197595557.0
600326,西藏天路,7.75,7.72,0.39,58423093.0,451971322.0
600327,大东方,4.11,4.04,1.73,19432792.0,79351503.0
600328,中盐化工,6.54,6.35,2.99,25587894.0,165545773.0
600329,达仁堂,36.43,36.4,0.08,1328757.0,48385269.0
600330,天通股份,28.94,29.15,-0.72,158612265.0,4637685905.0
600331,宏达股份,13.2,13.03,1.3,47920513.0,628361307.0
600332,白云山,20.42,20.46,-0.2,4958334.0,101019179.0
600333,长春燃气,6.55,6.27,4.47,16960678.0,109777443.0
600335,国机汽车,5.24,5.16,1.55,14479172.0,75461991.0
600336,澳柯玛,6.3,6.36,-0.94,4978241.0,31408526.0
600337,ST美克,3.11,3.19,-2.51,32370440.0,101385212.0
600338,西藏珠峰,14.38,13.94,3.16,61271464.0,869364058.0
600339,中油工程,3.46,3.38,2.37,70194220.0,241135100.0
600340,*ST华幸,1.09,1.09,0.0,39095230.0,42602901.0
600343,航天动力,18.24,18.34,-0.55,11213662.0,205217029.0
600345,长江通信,51.05,52.06,-1.94,17004831.0,885370034.0
600346,恒力石化,19.66,18.9,4.02,48929889.0,946831108.0
600348,华阳股份,9.36,9.51,-1.58,35060500.0,330197781.0
600350,山东高速,10.47,10.35,1.16,14207185.0,147790713.0
600351,亚宝药业,7.27,7.2,0.97,25712947.0,186536540.0
600352,浙江龙盛,13.17,12.81,2.81,68403879.0,893682711.0
600353,旭光电子,34.63,37.24,-7.01,73574786.0,2633099729.0
600354,敦煌种业,8.21,7.46,10.05,108742723.0,869767473.0
600356,恒丰纸业,8.79,8.81,-0.23,4428200.0,38935702.0
600358,国旅联合,5.09,5.06,0.59,3145000.0,15986263.0
600359,新农开发,7.51,7.47,0.54,65859059.0,497706489.0
600360,华微电子,10.4,10.58,-1.7,46843984.0,493665512.0
600361,创新新材,3.75,3.7,1.35,54864900.0,204053579.0
600362,江西铜业,49.01,49.2,-0.39,70437978.0,3452443817.0
600363,联创光电,18.19,18.21,-0.11,24123015.0,443348323.0
600365,ST通葡,2.81,2.81,0.0,1798600.0,5070735.0
600366,宁波韵升,11.7,11.79,-0.76,28298873.0,331945308.0
600367,红星发展,42.1,40.5,3.95,78735166.0,3235737192.0
600368,五洲交通,4.41,4.25,3.76,57165789.0,248731055.0
600369,西南证券,4.13,4.15,-0.48,31122606.0,128233788.0
600370,*ST三房,1.62,1.57,3.18,37388562.0,60645767.0
600371,万向德农,11.54,10.49,10.01,4908644.0,56645752.0
600372,中航机载,11.23,11.07,1.45,30189259.0,338574051.0
600373,中文传媒,7.27,7.19,1.11,7908387.0,57368785.0
600375,汉马科技,3.91,3.86,1.3,15445378.0,60022723.0
600376,首开股份,3.4,3.38,0.59,64231379.0,217106884.0
600377,宁沪高速,12.37,12.18,1.56,11344699.0,139724044.0
600378,昊华科技,53.31,48.46,10.01,55837138.0,2975549756.0
600379,宝光股份,14.18,14.22,-0.28,21103984.0,304066705.0
600380,健康元,9.37,9.28,0.97,12318441.0,114904708.0
600381,*ST春天,4.68,4.85,-3.51,7343000.0,34795670.0
600382,广东明珠,6.59,6.43,2.49,18868815.0,123331197.0
600383,金地集团,2.31,2.27,1.76,94583837.0,217333554.0
600386,北巴传媒,3.48,3.44,1.16,7004900.0,24241559.0
600388,紫金龙净,18.38,18.2,0.99,8921383.0,162911583.0
600389,江山股份,19.25,18.81,2.34,13604010.0,260359733.0
600390,五矿资本,5.09,5.14,-0.97,41292288.0,210182684.0
600391,航发科技,34.13,33.22,2.74,10852508.0,369860851.0
600392,盛和资源,22.93,23.23,-1.29,50856107.0,1166602277.0
600395,盘江股份,5.74,5.67,1.23,34203721.0,194666849.0
600396,华电辽能,14.17,14.71,-3.67,123444854.0,1771244208.0
600397,江钨装备,19.19,19.03,0.84,159500389.0,3060811623.0
600398,海澜之家,5.95,5.97,-0.34,23638773.0,140521663.0
600399,抚顺特钢,4.43,4.32,2.55,40391269.0,177708985.0
600400,红豆股份,2.91,2.93,-0.68,33072640.0,96936310.0
600403,大有能源,7.14,7.11,0.42,128537514.0,927985062.0
600405,动力源,4.62,4.6,0.43,6425858.0,29638431.0
600406,国电南瑞,23.01,23.06,-0.22,27766906.0,637989671.0
600408,安泰集团,3.09,3.04,1.64,52260100.0,161172579.0
600409,三友化工,7.44,7.1,4.79,57839000.0,424222979.0
600410,华胜天成,13.53,13.67,-1.02,41324553.0,567200593.0
600415,小商品城,12.46,12.28,1.47,45264693.0,560177668.0
600416,湘电股份,8.7,8.62,0.93,10204312.0,88587100.0
600418,江淮汽车,21.04,21.11,-0.33,37465573.0,788193225.0
600419,天润乳业,8.92,8.71,2.41,7657410.0,67316905.0
600420,国药现代,8.66,8.63,0.35,4606700.0,39707363.0
600422,昆药集团,8.71,8.64,0.81,6181510.0,53422102.0
600423,*ST柳化,2.94,2.9,1.38,3337500.0,9711627.0
600425,青松建化,3.75,3.69,1.63,16353400.0,60898646.0
600426,华鲁恒升,21.81,20.82,4.76,63876144.0,1362215510.0
600428,中远海特,11.47,10.98,4.46,64296885.0,735838317.0
600429,三元股份,4.75,4.66,1.93,14749000.0,69651324.0
600433,冠豪高新,3.46,3.42,1.17,31230017.0,107750036.0
600435,北方导航,10.72,10.55,1.61,16721100.0,179753076.0
600436,片仔癀,127.3,126.37,0.74,2367045.0,300008435.0
600438,通威股份,11.96,11.9,0.5,33614772.0,401703669.0
600439,ST瑞贝卡,1.94,1.89,2.65,27868580.0,53550690.0
600444,国机通用,14.48,14.34,0.98,2387200.0,34514363.0
600446,金证股份,11.1,11.27,-1.51,13310700.0,148646238.0
600448,华纺股份,3.02,2.98,1.34,14151056.0,42497370.0
600449,宁夏建材,12.75,12.49,2.08,14538474.0,184963226.0
600452,涪陵电力,9.15,9.2,-0.54,22634755.0,207468664.0
600455,博通股份,24.51,24.15,1.49,1250100.0,30529209.0
600456,宝钛股份,27.32,27.38,-0.22,4884370.0,133971909.0
600458,时代新材,11.78,11.89,-0.93,12009131.0,141939946.0
600459,贵研铂业,21.43,21.78,-1.61,22777728.0,488550485.0
600460,士兰微,34.17,34.88,-2.04,126561810.0,4388354719.0
600461,洪城环境,9.0,8.95,0.56,10978602.0,98627276.0
600463,空港股份,8.37,8.2,2.07,2685700.0,22360487.0
600467,好当家,2.47,2.41,2.49,44366002.0,108252586.0
600468,百利电气,6.54,6.65,-1.65,59009179.0,386493949.0
600469,风神股份,5.4,5.22,3.45,13246484.0,70566395.0
600470,六国化工,6.28,6.1,2.95,55440489.0,343738754.0
600475,华光环能,15.16,15.37,-1.37,7407055.0,112931671.0
600476,*ST湘邮,9.65,9.54,1.15,1128800.0,10847523.0
600477,杭萧钢构,2.51,2.49,0.8,26068555.0,65257697.0
600478,科力远,4.96,4.91,1.02,24624300.0,121494555.0
600479,千金药业,13.33,12.12,9.98,107203823.0,1392000797.0
600480,凌云股份,8.25,8.32,-0.84,8519270.0,70615738.0
600481,双良节能,4.39,4.34,1.15,38487422.0,168626103.0
600482,中国动力,31.81,31.82,-0.03,12244510.0,388516198.0
600483,福能股份,10.77,10.8,-0.28,9999865.0,107416157.0
600486,扬农化工,56.83,55.08,3.18,6922013.0,388629376.0
600487,亨通光电,68.7,71.3,-3.65,260227051.0,18323439306.0
600488,津药药业,5.6,5.7,-1.75,88747100.0,499202415.0
600489,中金黄金,26.68,26.69,-0.04,91048018.0,2399359878.0
600490,鹏欣资源,8.15,7.71,5.71,117890086.0,948822239.0
600491,ST龙元,1.68,1.63,3.07,104025044.0,175595737.0
600493,凤竹纺织,6.17,6.15,0.33,4508000.0,27726546.0
600495,晋西车轴,4.12,4.07,1.23,7856800.0,32222350.0
600496,精工钢构,3.36,3.35,0.3,19235700.0,64639680.0
600497,驰宏锌锗,10.57,10.53,0.38,147131895.0,1549822497.0
600498,烽火通信,41.18,42.71,-3.58,103637643.0,4362312905.0
600499,科达制造,14.23,14.26,-0.21,20687075.0,293683948.0
600500,中化国际,5.67,5.59,1.43,116672323.0,657546630.0
600501,航天晨光,14.36,14.29,0.49,3601285.0,51619772.0
600502,安徽建工,4.63,4.61,0.43,20054100.0,92553810.0
600503,华丽家族,2.25,2.21,1.81,32513800.0,73291682.0
600505,西昌电力,10.62,10.59,0.28,3986533.0,42242278.0
600506,统一股份,16.15,15.77,2.41,13032146.0,210287990.0
600507,方大特钢,4.29,4.27,0.47,28533891.0,122018822.0
600508,上海能源,12.12,11.76,3.06,91978943.0,1129783798.0
600509,天富能源,7.47,7.46,0.13,11853029.0,88370907.0
600510,黑牡丹,7.22,7.24,-0.28,6389624.0,46343902.0
600511,国药股份,26.77,26.78,-0.04,3638475.0,97002135.0
600512,腾达建设,2.1,2.06,1.94,27086599.0,56417553.0
600513,联环药业,16.63,16.38,1.53,10357801.0,171913129.0
600515,海南机场,2.84,2.81,1.07,81445705.0,229986638.0
600516,方大炭素,5.12,5.11,0.2,29565359.0,151177372.0
600517,国网英大,5.13,5.08,0.98,30710455.0,157280072.0
600518,康美药业,1.41,1.4,0.71,182412224.0,255870117.0
600519,贵州茅台,1297.4,1292.3,0.39,1612611.0,2086008422.0
600520,三佳科技,24.51,24.69,-0.73,6409520.0,160193897.0
600521,华海药业,16.46,16.64,-1.08,21897987.0,360434705.0
600522,中天科技,35.04,36.08,-2.88,266873981.0,9510078369.0
600523,贵航股份,11.98,11.97,0.08,4087300.0,49148106.0
600525,长园集团,5.32,5.36,-0.75,44026777.0,233596814.0
600526,菲达环保,4.75,4.7,1.06,7198100.0,33948608.0
600527,江南高纤,2.29,2.27,0.88,41633860.0,95096246.0
600528,中铁工业,6.99,6.99,0.0,7095901.0,49560798.0
600529,山东药玻,19.17,19.09,0.42,4028401.0,77037114.0
600530,ST交昂,3.9,3.77,3.45,14110750.0,55284806.0
600531,豫光金铅,14.17,13.95,1.58,74145841.0,1041907001.0
600533,栖霞建设,2.23,2.2,1.36,21484799.0,47582084.0
600535,天士力,14.89,14.82,0.47,15263887.0,226907849.0
600536,中国软件,33.77,32.94,2.52,43381604.0,1480290758.0
600537,*ST亿晶,2.17,2.16,0.46,14846242.0,31976942.0
600538,国发股份,5.21,5.21,0.0,5100700.0,26775487.0
600539,狮头股份,15.16,14.86,2.02,17514700.0,265438851.0
600540,新赛股份,5.05,4.59,10.02,5166419.0,26090416.0
600543,*ST莫高,4.25,4.15,2.41,2178616.0,9263454.0
600545,卓郎智能,4.31,4.35,-0.92,67761300.0,295331903.0
600546,山煤国际,13.99,13.97,0.14,16844000.0,234796179.0
600547,山东黄金,35.49,34.89,1.72,89992216.0,3144157267.0
600548,深高速,8.31,8.23,0.97,3180820.0,26340977.0
600549,厦门钨业,54.59,54.8,-0.38,47883798.0,2617969790.0
600550,保变电气,11.0,11.12,-1.08,16898990.0,186035480.0
600551,时代出版,7.5,6.82,9.97,18513648.0,138324673.0
600552,凯盛科技,17.88,18.09,-1.16,49433349.0,898414824.0
600556,天下秀,4.6,4.6,0.0,38544900.0,177885838.0
600557,康缘药业,12.94,12.44,4.02,15678413.0,202969318.0
600558,大西洋,4.92,4.92,0.0,14312400.0,70781158.0
600559,老白干酒,11.63,11.55,0.69,7449100.0,86285497.0
600560,金自天正,11.51,11.37,1.23,2262500.0,25980585.0
600561,江西长运,5.95,5.77,3.12,5377700.0,31700316.0
600562,国睿科技,28.97,27.3,6.12,19374999.0,551984551.0
600563,法拉电子,128.35,129.6,-0.96,2694759.0,349767910.0
600566,济川药业,25.05,25.22,-0.67,3531160.0,88225160.0
600567,山鹰国际,1.36,1.36,0.0,105344036.0,143629962.0
600568,ST中珠,2.16,2.18,-0.92,5325600.0,11551564.0
600569,安阳钢铁,1.86,1.83,1.64,26250219.0,48738246.0
600570,恒生电子,21.97,22.11,-0.63,25921159.0,574459988.0
600571,信雅达,10.88,11.05,-1.54,7939024.0,86930372.0
600572,康恩贝,4.5,4.51,-0.22,45564917.0,204912069.0
600573,惠泉啤酒,9.94,9.79,1.53,4013000.0,39688100.0
600575,淮河能源,3.36,3.31,1.51,45961293.0,153773542.0
600576,祥源文旅,5.58,5.52,1.09,6822100.0,37909745.0
