code,name,最新价,昨收,涨跌幅%,成交量,成交额
002297,博云新材,18.21,18.4,-1.03,34596171.0,633310456.25
002298,中电鑫龙,8.06,8.11,-0.62,19727915.0,159011183.76
002299,圣农发展,16.68,16.68,0.0,7281700.0,120890537.0
002300,太阳电缆,6.83,6.81,0.29,12315900.0,83976107.0
002301,齐心集团,7.68,7.73,-0.65,7759499.0,59642706.35
002302,西部建设,4.83,4.78,1.05,6557848.0,31479331.4
002303,美盈森,5.17,5.08,1.77,47228647.0,246331334.75
002304,洋河股份,39.13,38.88,0.64,5103308.0,199239519.6
002305,*ST南置,2.12,2.12,0.0,16221300.0,34420429.0
002306,ST云网,2.11,2.06,2.43,6494900.0,13666342.0
002307,北新路桥,3.05,3.01,1.33,23299149.0,70681579.25
002309,中利集团,3.06,3.05,0.33,83405100.0,254380694.01
002310,东方新能,2.36,2.36,0.0,52944800.0,124797903.0
002311,海大集团,46.24,45.4,1.85,6916501.0,316854899.64
002312,川发龙蟒,8.65,8.43,2.61,28720845.0,245525820.4
002313,日海智能,8.44,8.62,-2.09,12362700.0,104777522.0
002314,南山控股,2.22,2.19,1.37,27952800.0,61943918.0
002315,焦点科技,25.43,25.31,0.47,7050122.0,180242907.21
002316,亚联发展,4.55,4.59,-0.87,11369256.0,51426335.68
002317,众生药业,25.85,26.1,-0.96,13519296.0,350171112.01
002318,久立特材,19.86,19.59,1.38,8047153.0,158686577.27
002319,乐通股份,10.74,11.0,-2.36,5943755.0,64259679.7
002320,海峡股份,6.81,6.57,3.65,78251688.0,529311979.18
002321,华英农业,2.15,2.11,1.9,35783676.0,75839452.12
002322,理工能科,12.4,12.44,-0.32,13815313.0,172526261.75
002323,*ST雅博,1.29,1.29,0.0,20573359.0,26563589.11
002324,普利特,9.65,9.2,4.89,42313147.0,406032669.8
002326,永太科技,19.09,19.0,0.47,28195526.0,539859492.9
002327,富安娜,6.36,6.3,0.95,6803275.0,42970394.94
002328,新朋股份,7.73,7.76,-0.39,43960624.0,340878251.52
002329,皇氏集团,3.99,3.92,1.79,51045366.0,202109918.7
002330,得利斯,4.24,4.19,1.19,9979400.0,42022121.0
002331,皖通科技,6.97,6.96,0.14,4739500.0,33051657.0
002332,仙琚制药,8.72,8.62,1.16,14852838.0,129384005.37
002333,罗普斯金,5.7,5.81,-1.89,18045900.0,103286801.0
002334,英威腾,6.72,6.76,-0.59,7438500.0,50264759.0
002335,科华数据,30.62,30.83,-0.68,18868095.0,587817136.01
002337,赛象科技,4.74,4.69,1.07,6549100.0,30953095.0
002338,奥普光电,42.64,43.56,-2.11,4994523.0,215131200.84
002339,积成电子,7.45,7.41,0.54,12034260.0,89569453.4
002340,格林美,6.67,6.65,0.3,65125006.0,432125879.46
002342,巨力索具,7.74,7.76,-0.26,24724586.0,191399144.02
002343,慈文传媒,5.18,5.18,0.0,6573700.0,33976753.0
002344,海宁皮城,4.05,4.01,1.0,13311233.0,53723693.0
002345,潮宏基,10.4,9.95,4.52,31145000.0,318359082.32
002346,柘中股份,20.65,21.01,-1.71,6654700.0,138628193.0
002347,泰尔股份,6.14,6.04,1.66,16711296.0,102397648.95
002348,高乐股份,11.21,11.26,-0.44,11408420.0,127892250.8
002349,精华制药,7.89,7.17,10.04,42292797.0,325503401.33
002350,北京科锐,14.59,14.54,0.34,8287204.0,122448566.38
002351,漫步者,10.06,10.09,-0.3,5334833.0,53800212.97
002352,顺丰控股,33.67,33.41,0.78,19975738.0,665367336.39
002353,杰瑞股份,130.92,136.24,-3.9,23556176.0,3090671865.56
002354,天娱数科,7.85,7.14,9.94,91556253.0,718716586.05
002355,兴民智通,4.92,4.91,0.2,11920341.0,58600901.54
002356,鹏飞绿能,2.86,2.8,2.14,18295789.0,52218170.75
002357,富临运业,11.11,11.03,0.73,7940400.0,88112063.0
002358,森源电气,5.51,5.48,0.55,9953285.0,54631494.23
002360,ST同德,5.82,5.79,0.52,3680800.0,21209521.0
002361,神剑股份,10.52,10.45,0.67,53800768.0,566691908.15
002362,汉王科技,15.87,15.82,0.32,2908505.0,46426094.0
002363,隆基机械,6.78,6.6,2.73,8284100.0,55964725.1
002364,中恒电气,37.11,38.63,-3.93,27834010.0,1055163637.28
002365,永安药业,15.39,14.94,3.01,53180408.0,793387174.16
002366,融发核电,6.29,6.17,1.94,103654689.0,651434457.67
002367,康力电梯,5.49,5.45,0.73,12175852.0,67002445.96
002368,太极股份,14.09,13.75,2.47,16139720.0,231375273.6
002369,卓翼科技,6.29,6.34,-0.79,36357578.0,228691250.89
002370,亚太药业,5.55,5.6,-0.89,16589100.0,91885267.0
002371,北方华创,697.51,718.0,-2.85,5646311.0,4000825250.03
002372,伟星新材,8.61,8.58,0.35,6306648.0,54129462.2
002373,千方科技,7.63,7.62,0.13,11165092.0,85514419.6
002374,中锐股份,3.14,3.1,1.29,15047699.0,47210997.91
002375,亚厦股份,3.7,3.68,0.54,10461302.0,38572367.38
002376,新北洋,6.75,6.78,-0.44,9207800.0,62344829.0
002377,国创高新,2.81,2.77,1.44,20931800.0,58426173.0
002378,章源钨业,25.79,25.91,-0.46,33931247.0,877716288.74
002379,宏桥控股,18.5,18.7,-1.07,37648274.0,698220478.72
002380,科远智慧,27.83,28.15,-1.14,3924500.0,110511852.0
002381,双箭股份,5.6,5.55,0.9,4735100.0,26343620.0
002382,蓝帆医疗,6.05,6.13,-1.31,8194000.0,49632401.0
002383,合众思壮,7.07,7.05,0.28,7725500.0,54557492.0
002384,东山精密,195.62,200.6,-2.48,55454434.0,11142433062.12
002385,大北农,3.39,3.33,1.8,154258731.0,516951993.88
002386,天原股份,6.02,5.89,2.21,23990556.0,143224073.22
002387,维信诺,7.32,7.11,2.95,23008152.0,168672640.68
002388,新亚制程,6.5,6.66,-2.4,48791000.0,318066317.0
002389,航天彩虹,18.07,18.09,-0.11,11943155.0,215775797.64
002390,信邦制药,3.17,3.1,2.26,58156900.0,185221727.54
002391,长青股份,5.44,5.28,3.03,16085152.0,86257088.6
002392,北京利尔,7.95,7.79,2.05,20285520.0,160014158.46
002393,力生制药,14.31,14.24,0.49,1622928.0,23162945.2
002394,联发股份,10.31,10.38,-0.67,4531600.0,47028088.0
002395,双象股份,12.47,12.55,-0.64,4829057.0,60260273.65
002396,星网锐捷,36.69,33.35,10.01,114807043.0,4141078934.92
002397,梦洁股份,3.68,3.6,2.22,14895700.0,54515243.0
002398,垒知集团,4.23,4.21,0.48,9254200.0,39122420.0
002399,海普瑞,10.45,10.6,-1.42,5347000.0,56089933.0
002400,省广集团,6.47,6.46,0.15,86632427.0,563531886.13
002401,中远海科,12.34,12.27,0.57,3138760.0,38837969.8
002402,和而泰,19.06,19.15,-0.47,15561112.0,297900527.7
002403,爱仕达,9.24,9.17,0.76,3601790.0,33195090.5
002404,嘉欣丝绸,5.84,5.74,1.74,6800895.0,39377912.15
002405,四维图新,6.39,6.36,0.47,27372833.0,175447285.22
002406,远东传动,6.77,6.74,0.45,8051900.0,54542282.0
002407,多氟多,36.94,35.12,5.18,201735035.0,7320542472.69
002408,齐翔腾达,5.62,5.45,3.12,36256934.0,201964972.88
002409,雅克科技,142.06,143.91,-1.29,17336898.0,2508246354.43
002410,广联达,9.0,8.79,2.39,32519066.0,292853627.85
002412,汉森制药,13.13,14.02,-6.35,165451596.0,2210380707.18
002413,雷科防务,7.96,7.95,0.13,27881910.0,222078272.65
002414,高德红外,12.85,12.95,-0.77,58241162.0,752257615.96
002415,海康威视,35.1,35.29,-0.54,45880339.0,1614844726.52
002416,爱施德,9.5,9.39,1.17,12396090.0,117291339.4
002418,康盛股份,4.9,4.91,-0.2,487365660.0,2521907992.26
002419,天虹股份,4.7,4.65,1.08,13930833.0,65020852.13
002420,毅昌科技,6.06,5.94,2.02,7763600.0,46827370.0
002421,达实智能,3.26,3.23,0.93,175182712.0,574833138.88
002422,科伦药业,41.75,42.28,-1.25,17209472.0,721007477.88
002423,中粮资本,9.89,9.98,-0.9,37014607.0,368114616.49
002424,ST百灵,4.62,4.6,0.43,8960800.0,41531766.0
002425,凯撒文化,3.18,3.17,0.32,26739200.0,85028331.0
002426,胜利精密,2.72,2.72,0.0,47607503.0,129479305.13
002427,尤夫股份,5.19,4.72,9.96,64316654.0,320808174.99
002428,云南锗业,99.66,101.36,-1.68,75239222.0,7684662106.77
002429,兆驰股份,8.18,8.38,-2.39,53285124.0,443117928.01
002430,杭氧股份,26.11,24.65,5.92,45856336.0,1184412876.82
002431,ST棕榈,1.42,1.44,-1.39,21052400.0,29997456.0
002432,九安医疗,67.86,69.41,-2.23,19726816.0,1347732705.17
002434,万里扬,5.76,5.79,-0.52,8729600.0,50462775.0
002436,兴森科技,35.78,35.7,0.22,133819736.0,4904248158.78
002437,誉衡药业,4.86,4.42,9.95,817119413.0,3612936949.48
002438,江苏神通,13.75,13.83,-0.58,3568500.0,49469272.0
002439,启明星辰,13.67,13.42,1.86,35426849.0,491221719.92
002440,闰土股份,13.89,13.07,6.27,67619069.0,921691729.85
002441,众业达,8.26,8.23,0.36,6208004.0,51074933.08
002442,龙星科技,5.25,5.22,0.57,23114950.0,121739915.0
002443,金洲管道,9.96,9.83,1.32,35018961.0,339659188.28
002444,巨星科技,30.41,30.72,-1.01,6684208.0,204846178.2
002445,中南文化,3.39,3.67,-7.63,240234921.0,827406086.67
002446,盛路通信,8.33,8.43,-1.19,18703515.0,156429238.3
002448,中原内配,12.18,12.16,0.16,18470587.0,225975860.92
002449,国星光电,6.63,6.62,0.15,13362148.0,88377330.86
002451,摩恩电气,7.75,7.79,-0.51,18141475.0,140425037.27
002452,长高电气,11.5,11.34,1.41,19065919.0,218234222.53
002453,华软科技,4.56,4.53,0.66,10071520.0,46001131.4
002454,松芝股份,5.13,5.16,-0.58,7528120.0,38666362.2
002455,百川股份,7.93,7.78,1.93,54205895.0,424718855.78
002456,欧菲光,7.61,7.58,0.4,152103446.0,1166657190.37
002457,青龙管业,11.11,11.05,0.54,17122700.0,189587485.0
002458,益生股份,9.07,8.94,1.45,45685801.0,410076896.28
002459,晶澳科技,7.3,7.18,1.67,30421056.0,221241729.84
002460,赣锋锂业,55.0,54.13,1.61,47996623.0,2621480635.87
002461,珠江啤酒,8.71,8.63,0.93,3426531.0,29696240.7
002462,嘉事堂,12.34,12.18,1.31,2379600.0,29286244.0
002463,沪电股份,121.7,122.02,-0.26,59029008.0,7336668585.52
002465,海格通信,10.1,10.16,-0.59,30256974.0,306762690.3
002466,天齐锂业,50.1,48.23,3.88,90029551.0,4491186578.13
002467,二六三,4.68,4.58,2.18,41792351.0,195552899.97
002468,申通快递,14.05,14.04,0.07,13439014.0,188548634.76
002469,三维化学,6.63,6.52,1.69,23534203.0,154333868.73
002470,金正大,2.16,2.08,3.85,236658500.0,498757079.0
002471,中超控股,5.37,5.39,-0.37,25031072.0,134669337.69
002472,双环传动,35.7,35.79,-0.25,11864027.0,425009633.7
002474,榕基软件,6.34,6.22,1.93,31433169.0,200266445.68
002475,立讯精密,56.6,57.18,-1.01,108503490.0,6242839362.36
002476,新叶股份,5.12,5.04,1.59,7872600.0,40244630.0
002478,常宝股份,6.83,6.86,-0.44,26128324.0,178939227.11
002479,富春环保,5.95,5.82,2.23,18854100.0,111545569.0
002480,新筑股份,5.44,5.47,-0.55,3693500.0,20178922.0
002481,双塔食品,4.34,4.29,1.17,14418347.0,62304258.51
002482,广田集团,1.34,1.3,3.08,108373300.0,145232741.0
002483,润邦股份,5.39,5.34,0.94,9749756.0,52339132.4
002484,江海股份,60.8,62.1,-2.09,37309789.0,2326685326.47
002485,ST雪发,5.94,5.95,-0.17,2083600.0,12332792.0
002486,嘉麟杰,2.95,2.68,10.07,76980576.0,219805227.2
002487,大金重工,35.76,35.41,0.99,16234667.0,577285918.39
002488,金固股份,8.16,8.1,0.74,12592226.0,102702415.16
002489,浙江永强,2.83,2.81,0.71,19094560.0,53947544.8
002490,山东墨龙,8.42,8.08,4.21,62273648.0,520278943.28
002491,通鼎互联,22.23,23.64,-5.96,247754141.0,5647315632.88
002492,恒基达鑫,5.79,5.6,3.39,5750595.0,32983034.1
002493,荣盛石化,14.55,14.37,1.25,51017560.0,737394563.92
002494,华斯股份,4.84,4.76,1.68,8819600.0,42463565.0
002495,佳隆股份,2.45,2.4,2.08,21373480.0,51880149.0
002496,辉丰股份,2.22,2.17,2.3,39406180.0,86189385.0
002497,雅化集团,19.3,18.95,1.85,48828138.0,931941862.3
002498,汉缆股份,6.46,6.43,0.47,52558689.0,337428081.02
002500,山西证券,5.46,5.47,-0.18,30152360.0,163574586.2
002501,*ST利源,1.31,1.29,1.55,21461609.0,28065644.7
002506,协鑫集成,2.79,2.7,3.33,304289512.0,839352734.73
002507,涪陵榨菜,11.25,11.25,0.0,10429520.0,116664266.8
002508,老板电器,16.06,16.3,-1.47,10621500.0,170268410.69
002510,天汽模,5.65,5.65,0.0,9370516.0,52894207.24
002511,中顺洁柔,7.14,7.08,0.85,9782196.0,69428435.19
002512,ST达华,4.09,4.11,-0.49,24430478.0,101535109.24
002513,蓝丰生化,5.44,5.32,2.26,7124900.0,38376419.0
002514,*ST宝馨,1.77,1.77,0.0,26884174.0,47953201.98
002515,金字火腿,8.35,8.58,-2.68,141777161.0,1204293438.25
002516,旷达科技,5.44,5.38,1.12,13883599.0,75778499.36
002517,恺英网络,16.6,16.65,-0.3,41359611.0,688928613.18
002518,科士达,35.47,36.93,-3.95,23490680.0,838938024.63
002519,银河电子,5.51,5.52,-0.18,15948740.0,88019566.4
002520,日发精机,6.27,6.34,-1.1,24764800.0,155680102.16
002521,齐峰新材,6.74,6.7,0.6,4377700.0,29558380.0
002522,浙江众成,5.28,5.32,-0.75,26277950.0,138646127.22
002523,天桥起重,3.52,3.45,2.03,25330733.0,88674371.43
002524,光正眼科,4.04,4.03,0.25,9477300.0,38162502.0
002526,山东矿机,2.73,2.71,0.74,21283447.0,57986819.31
002527,新时达,11.07,11.2,-1.16,5985551.0,66397165.6
002528,*ST英飞,6.65,6.1,9.02,47691879.0,311055241.78
002529,海源复材,7.03,7.06,-0.42,3724600.0,26230505.0
002530,金财互联,7.37,7.35,0.27,9791497.0,72201486.44
002531,天顺风能,6.16,6.2,-0.65,23190572.0,143064989.8
002532,天山铝业,13.17,13.0,1.31,69432837.0,907331304.06
002533,金杯电工,11.22,11.33,-0.97,6519800.0,73464103.0
002534,西子洁能,15.02,15.1,-0.53,8803700.0,132333488.2
002535,林州重机,2.6,2.56,1.56,12996389.0,33528824.55
002536,飞龙股份,53.33,54.23,-1.66,66102018.0,3579542617.52
002537,海联金汇,6.25,6.28,-0.48,26889300.0,168196946.0
002538,ST司特,7.32,7.41,-1.21,10586304.0,77590732.16
002539,云图控股,13.82,13.39,3.21,23397854.0,318636037.37
002540,亚太科技,5.17,5.12,0.98,8206850.0,42264794.5
002541,鸿路钢构,20.22,19.86,1.81,12016253.0,242615765.36
002542,*ST中岩,1.79,1.79,0.0,22667700.0,40495784.0
002543,万和电气,7.25,7.13,1.68,13283884.0,95416576.71
002544,普天科技,16.2,16.24,-0.25,6356436.0,103300211.16
002545,东方铁塔,18.15,18.2,-0.27,17521989.0,316772513.02
002546,新联电子,7.95,8.03,-1.0,10648300.0,84900303.0
002547,*ST春兴,2.67,2.66,0.38,20200755.0,54159916.5
002548,金新农,4.34,4.29,1.17,27756334.0,119493595.61
002549,凯美特气,14.36,14.17,1.34,32738816.0,473802281.92
002550,千红制药,6.74,6.78,-0.59,12619200.0,84902076.0
002551,尚荣医疗,3.38,3.37,0.3,11110250.0,37361046.0
002552,宝鼎科技,53.19,56.0,-5.02,38971185.0,2124243208.11
002553,南方精工,15.44,15.46,-0.13,4369200.0,67370875.0
002554,惠博普,2.99,2.94,1.7,17003816.0,50683381.52
002555,三七互娱,18.27,18.17,0.55,23611795.0,431308364.83
002556,辉隆股份,5.4,5.29,2.08,17914095.0,95815644.95
002557,洽洽食品,18.78,18.5,1.51,6873706.0,128592495.75
002558,巨人网络,27.28,27.24,0.15,58658315.0,1604502878.3
002559,亚威股份,9.11,9.2,-0.98,13887390.0,127383278.9
002560,通达股份,6.13,6.16,-0.49,12726908.0,78158654.24
002561,徐家汇,7.0,6.88,1.74,4882675.0,33976363.75
002562,兄弟科技,5.01,4.92,1.83,30383608.0,151367183.21
002563,森马服饰,5.98,5.88,1.7,20133700.0,119599571.0
002564,天沃科技,4.52,4.51,0.22,7485600.0,33917069.0
002565,顺灏股份,8.5,8.39,1.31,53427350.0,452301078.0
002566,益盛药业,7.14,7.0,2.0,9905200.0,70250834.0
002567,唐人神,3.86,3.8,1.58,19947558.0,76157988.1
002568,百润股份,17.71,17.49,1.26,6767311.0,119265822.78
002569,*ST步森,11.28,11.27,0.09,1033700.0,11644963.0
002570,贝因美,4.6,4.54,1.32,16046100.0,73471865.8
002571,德力股份,10.68,10.72,-0.37,3931399.0,41962236.35
002572,索菲亚,8.08,8.07,0.12,13233200.0,106338483.0
002573,清新环境,3.35,3.22,4.04,38015499.0,127131617.2
002574,明牌珠宝,5.25,5.11,2.74,28360504.0,149124579.62
002575,群兴玩具,5.31,5.22,1.72,24603742.0,129546629.3
002576,通达动力,14.49,14.38,0.76,1920400.0,27835717.0
002577,雷柏科技,18.8,19.37,-2.94,3974100.0,75373029.0
002578,闽发铝业,4.33,3.94,9.9,63159049.0,265696347.77
002579,中京电子,14.38,14.52,-0.96,64721581.0,947671253.15
002580,圣阳股份,21.08,21.72,-2.95,63618467.0,1350278100.72
002581,*ST未名,5.22,5.17,0.97,11580876.0,60308712.28
002582,好想你,10.71,10.3,3.98,36710649.0,388003758.32
002583,海能达,8.44,8.56,-1.4,15186232.0,128912859.44
002584,西陇科学,8.39,8.3,1.08,30072400.0,250544014.0
002585,双星新材,9.87,9.97,-1.0,69407037.0,697483149.68
002586,ST围海,0.0,4.32,-100.0,0.0,0.0
002587,奥拓电子,5.54,5.54,0.0,10452598.0,57986142.92
002588,史丹利,8.16,7.95,2.64,26757509.0,215483377.05
002589,瑞康医药,3.31,3.33,-0.6,83499972.0,276504100.88
002590,万安科技,9.77,9.57,2.09,9169200.0,89648173.0
002591,恒大高新,6.49,6.4,1.41,7687800.0,49681582.0
002592,ST八菱,6.66,6.71,-0.75,3147200.0,20902066.0
002593,日上集团,4.55,4.53,0.44,8488700.0,38475375.0
002594,比亚迪,92.32,91.49,0.91,25031828.0,2300830571.46
002595,豪迈科技,47.41,47.48,-0.15,3680870.0,174223766.6
002596,海南瑞泽,3.35,3.3,1.52,21370250.0,71493313.5
002597,金禾实业,20.86,20.31,2.71,8756165.0,182102486.3
002598,ST章鼓,6.88,6.86,0.29,2716000.0,18862534.0
002599,盛通股份,5.95,5.91,0.68,4573300.0,27102507.0
002600,领益智造,12.47,12.5,-0.24,110306188.0,1396632704.41
002601,龙佰集团,16.6,16.25,2.15,25044263.0,412554745.87
002602,世纪华通,13.97,13.92,0.36,93376340.0,1317492535.48
002603,以岭药业,16.18,16.25,-0.43,12808070.0,206747800.69
002605,姚记科技,17.16,17.36,-1.15,8201237.0,140719456.92
002606,大连电瓷,13.02,13.08,-0.46,11926748.0,155333252.29
002607,中公教育,2.1,2.1,0.0,116927266.0,245978088.94
002608,江苏国信,7.1,7.09,0.14,9563300.0,67754947.0
002609,捷顺科技,7.77,7.73,0.52,4553700.0,35449736.0
002611,东方精工,14.9,14.75,1.02,20479652.0,305747107.46
002612,朗姿股份,15.01,14.92,0.6,5094594.0,76336481.18
002613,北玻股份,3.51,3.48,0.86,21200400.0,74369727.0
002614,奥佳华,5.86,5.82,0.69,16861447.0,98374517.98
002615,哈尔斯,6.63,6.62,0.15,5655500.0,37347118.0
002616,长青集团,4.94,4.91,0.61,8650652.0,42508874.77
002617,露笑科技,6.2,6.26,-0.96,48456787.0,301709799.49
002620,*ST瑞和,5.57,5.58,-0.18,4812000.0,26933655.0
002622,皓宸医疗,2.63,2.67,-1.5,21590400.0,56996027.0
002623,亚玛顿,16.16,15.98,1.13,3222236.0,52036653.2
002624,完美世界,10.89,10.89,0.0,28776300.0,312686933.0
002625,光启技术,28.4,28.22,0.64,18282784.0,521913058.9
002626,金达威,16.96,16.91,0.3,3635000.0,61258668.0
002627,三峡旅游,7.24,7.16,1.12,24227300.0,175518776.0
002628,成都路桥,5.48,5.28,3.79,95773863.0,528944519.59
002629,仁智股份,4.89,4.88,0.2,10499900.0,51490324.0
002630,*ST华西,1.69,1.66,1.81,16028498.0,26900676.22
002631,德尔未来,10.1,9.18,10.02,96170317.0,963976605.14
002632,道明光学,8.47,8.53,-0.7,7065179.0,60191117.34
002633,申科股份,14.64,14.63,0.07,1146200.0,16762425.0
002634,*ST棒杰,4.25,4.27,-0.47,3060100.0,12987712.0
002635,安洁科技,15.42,15.75,-2.1,14070873.0,220120851.56
002636,金安国纪,73.18,69.41,5.43,95212222.0,7075641917.32
002637,赞宇科技,12.38,11.81,4.83,26863900.0,327595095.1
002638,勤上股份,4.66,4.54,2.64,59476241.0,276423552.71
002639,雪人集团,11.94,11.88,0.51,17665469.0,210726955.48
002640,跨境通,3.41,3.41,0.0,79346093.0,270259054.13
002641,公元股份,4.02,4.04,-0.5,10964800.0,43912810.02
002642,荣联科技,7.21,7.22,-0.14,10304000.0,74378186.0
002643,万润股份,13.26,13.35,-0.67,12930550.0,172758444.91
002644,佛慈制药,8.84,8.7,1.61,16605387.0,146380955.14
002645,华宏科技,19.15,19.51,-1.85,24868108.0,479862535.85
002646,天佑德酒,6.96,6.83,1.9,4957499.0,34276033.1
002647,仁东控股,11.87,11.98,-0.92,20898800.0,250433172.0
002648,卫星化学,28.38,27.39,3.61,58183681.0,1628314082.41
002649,博彦科技,9.82,9.77,0.51,25999041.0,257654240.59
002650,ST加加,6.05,6.07,-0.33,2448900.0,14846450.0
002651,利君股份,8.55,8.55,0.0,24862942.0,211122102.15
002652,扬子新材,4.12,4.11,0.24,9704920.0,40002310.0
002653,海思科,67.18,66.8,0.57,5124197.0,345877087.32
002654,万润科技,13.67,13.84,-1.23,44502209.0,614043150.36
002655,共达电声,38.22,39.13,-2.33,31013630.0,1219259790.56
002656,摩登大道,2.92,2.91,0.34,9102900.0,26643339.0
002657,中科金财,16.3,16.36,-0.37,12503668.0,205063671.96
002658,雪迪龙,7.55,7.43,1.62,6551005.0,49153976.6
002659,凯文教育,4.58,4.54,0.88,10164000.0,46673612.0
002660,茂硕电源,7.62,7.54,1.06,3845700.0,29292388.0
002661,克明食品,8.02,7.96,0.75,4975400.0,39869793.0
002662,峰璟股份,3.36,3.27,2.75,24460000.0,82394354.0
002663,普邦股份,1.77,1.73,2.31,26859460.0,47237319.6
002664,信质集团,15.37,15.76,-2.47,5176800.0,80074425.0
002666,德联集团,4.26,4.19,1.67,12497000.0,53094343.0
002667,*ST威领,19.0,19.37,-1.91,17150500.0,331681668.0
002668,TCL智家,9.35,9.38,-0.32,12448400.0,116221597.0
002669,康达新材,12.06,11.79,2.29,9612700.0,115233965.0
002670,国盛证券,12.05,11.7,2.99,75498361.0,905829394.56
002671,龙泉股份,4.07,3.98,2.26,8664300.0,34997756.0
002672,东江环保,3.79,3.76,0.8,7607800.0,28620853.0
002673,西部证券,6.83,6.86,-0.44,32943198.0,224720728.82
002674,兴业科技,24.89,25.95,-4.08,14046400.0,355144458.0
002675,东诚药业,12.9,12.85,0.39,4878300.0,62641779.0
002676,顺威股份,5.24,5.17,1.35,12736730.0,66839972.1
002677,浙江美大,6.8,6.84,-0.58,3217000.0,21919321.0
002678,珠江钢琴,5.15,5.1,0.98,11784400.0,61093456.4
002679,福建金森,10.67,9.7,10.0,13015342.0,136470109.14
002681,奋达科技,4.68,4.59,1.96,41113708.0,193187930.01
002682,龙洲股份,5.08,5.0,1.6,28636500.0,144994865.0
002683,广东宏大,30.46,29.79,2.25,9026045.0,273146955.05
002685,华东重机,5.54,5.57,-0.54,18267488.0,101448628.51
002686,亿利达,6.7,6.92,-3.18,48973900.0,330718754.7
002687,乔治白,6.36,6.28,1.27,14393821.0,91241062.77
002688,金河生物,5.22,5.25,-0.57,9735500.0,50481750.0
002689,ST远智,2.83,2.92,-3.08,16856734.0,47521414.28
002690,美亚光电,16.26,15.97,1.82,8316437.0,134728068.46
002691,*ST冀凯,4.54,4.43,2.48,2581300.0,11619870.0
002692,远程股份,4.3,4.28,0.47,8833450.0,37978747.5
002693,双成药业,9.1,9.32,-2.36,12028625.0,110130184.5
002694,*ST顾地,2.43,2.42,0.41,6908900.0,16616386.0
002695,煌上煌,10.75,10.75,0.0,5436652.0,58760673.6
002696,百洋股份,6.39,6.35,0.63,15906000.0,101784118.0
002697,红旗连锁,4.69,4.61,1.74,22348579.0,104203877.77
002698,博实股份,12.26,12.26,0.0,10104340.0,125227050.4
002700,万憬能源,6.42,6.35,1.1,4417200.0,28207043.0
002701,奥瑞金,4.85,4.79,1.25,19189237.0,92857422.82
002702,海欣食品,5.27,5.1,3.33,30356120.0,158707037.3
002703,浙江世宝,16.64,16.93,-1.71,65040972.0,1086989116.37
002705,新宝股份,11.29,11.26,0.27,3351323.0,37762597.75
002706,良信股份,9.47,9.68,-2.17,29793900.0,284223817.0
002707,众信旅游,5.59,5.39,3.71,37538848.0,208385527.12
002708,光洋股份,12.27,12.45,-1.45,18866500.0,231268217.94
002709,天赐材料,37.15,37.27,-0.32,44124281.0,1639791774.17
002712,思美传媒,4.73,4.73,0.0,10468400.0,49475892.0
002713,东易日盛,9.6,9.68,-0.83,9279853.0,89186102.7
002714,牧原股份,41.68,40.8,2.16,53076303.0,2178936350.54
002715,登云股份,14.44,14.27,1.19,3736000.0,53270515.0
002716,湖南白银,11.65,11.6,0.43,400809028.0,4615192225.58
002717,*ST岭南,1.03,1.03,0.0,101309901.0,103835638.71
002718,友邦吊顶,84.74,84.7,0.05,498800.0,42644968.0
002719,ST麦趣,6.61,6.56,0.76,3978100.0,26093058.0
002721,金一文化,3.06,2.99,2.34,233538300.0,705236135.0
002722,物产金轮,13.03,12.96,0.54,2727400.0,35365700.0
002723,小崧股份,7.64,7.56,1.06,10934100.0,82397804.0
002724,海洋王,6.93,6.77,2.36,34613570.0,243062916.62
002725,跃岭股份,11.48,11.44,0.35,4519800.0,52009181.0
002726,ST龙大,2.73,2.57,6.23,94109457.0,249591536.12
002727,一心堂,11.25,11.35,-0.88,7558079.0,84899823.38
002728,特一药业,9.07,9.05,0.22,14292544.0,130291045.12
002729,好利科技,13.82,13.91,-0.65,3580376.0,49658924.28
002730,电光科技,23.96,23.88,0.34,11023160.0,264635909.4
002731,*ST萃华,0.85,0.94,-9.57,6139100.0,5218235.0
002732,燕塘乳业,14.08,13.87,1.51,1500582.0,21050850.7
002733,雄韬股份,18.55,18.56,-0.05,8429093.0,157003138.73
002734,利民股份,16.2,16.27,-0.43,18576818.0,300391803.92
002735,王子新材,11.78,11.71,0.6,11856086.0,139657040.08
002736,国信证券,10.28,10.24,0.39,26664917.0,273592365.86
002737,葵花药业,12.98,13.25,-2.04,4714400.0,61112286.0
002738,中矿资源,53.43,51.67,3.41,31353764.0,1658232825.41
002739,儒意电影,8.38,8.38,0.0,36315520.0,304409023.29
002741,光华科技,25.22,25.73,-1.98,19882994.0,511004359.56
002742,冀衡医药,6.24,5.67,10.05,219901926.0,1345116193.73
002743,富煌钢构,4.88,4.65,4.95,21416760.0,102124242.0
002745,木林森,11.65,11.96,-2.59,64738176.0,761664725.97
002746,仙坛股份,6.42,6.4,0.31,12822744.0,81772825.87
002747,埃斯顿,31.49,31.81,-1.01,37410711.0,1191909462.56
002748,世龙实业,12.28,11.99,2.42,5650000.0,68695152.0
002749,国光股份,8.74,8.58,1.86,4926928.0,42865698.69
002752,昇兴股份,6.06,5.99,1.17,16735203.0,101271500.07
002753,永东股份,6.7,6.64,0.9,4927500.0,32912163.0
