date,approve,disapprove,net,netLo,netHi
2026-01-27,41.01402,55.53128,-14.51726,-24.15668,-4.877840000000006
2026-01-28,41.34869,55.53038,-14.18169,-23.40121,-4.962180000000004
2026-01-29,41.23685,55.83422,-14.59737,-23.962359999999997,-5.232369999999996
2026-01-30,41.4057,55.71899,-14.31329,-23.849809999999998,-4.776780000000002
2026-01-31,41.4057,55.71899,-14.31329,-23.849809999999998,-4.776780000000002
2026-02-01,41.15813,55.77662,-14.61849,-24.127390000000005,-5.1096
2026-02-02,41.50998,55.2107,-13.70072,-23.14671,-4.254739999999998
2026-02-03,41.90151,54.84449,-12.94298,-22.734540000000003,-3.1514099999999985
2026-02-04,41.62866,55.0004,-13.37174,-22.93978,-3.80368
2026-02-05,41.37934,55.12353,-13.74419,-23.201919999999994,-4.286469999999994
2026-02-06,41.50101,55.14948,-13.64847,-23.12005,-4.176870000000001
2026-02-07,41.48182,55.18785,-13.70603,-23.16966,-4.242399999999996
2026-02-08,41.48182,55.18785,-13.70603,-23.16966,-4.242399999999996
2026-02-09,41.15752,55.32386,-14.16634,-23.53595,-4.79674
2026-02-10,40.93466,55.29668,-14.36202,-23.735,-4.989040000000003
2026-02-11,41.0978,55.49059,-14.39279,-23.69775,-5.087820000000001
2026-02-12,40.87651,55.7084,-14.83189,-24.55558,-5.1081900000000005
2026-02-13,40.4801,55.44736,-14.96726,-25.097680000000004,-4.836840000000002
2026-02-14,40.4801,55.44736,-14.96726,-25.097680000000004,-4.836840000000002
2026-02-15,40.52621,55.50608,-14.97987,-25.181019999999997,-4.778729999999996
2026-02-16,40.61422,55.43908,-14.82486,-25.026709999999994,-4.6229999999999976
2026-02-17,40.77802,55.62761,-14.84959,-25.10573,-4.593450000000004
2026-02-18,40.88598,55.58706,-14.70108,-25.05247,-4.3496900000000025
2026-02-19,41.38038,54.9933,-13.61292,-25.204009999999997,-2.0218299999999942
2026-02-20,41.45301,54.9987,-13.54569,-24.938380000000002,-2.1529900000000026
2026-02-21,41.45301,54.9987,-13.54569,-24.938380000000002,-2.1529900000000026
2026-02-22,41.43612,55.11864,-13.68252,-25.011270000000003,-2.3537800000000004
2026-02-23,41.21049,55.65045,-14.43996,-26.304739999999995,-2.57517
2026-02-24,41.34234,55.6451,-14.30276,-25.58871,-3.0168099999999995
2026-02-25,41.45675,55.57756,-14.12081,-25.33507,-2.906569999999995
2026-02-26,42.18654,55.28035,-13.09381,-24.669939999999997,-1.5176599999999993
2026-02-27,42.04639,55.42039,-13.374,-24.710389999999997,-2.037610000000001
2026-02-28,42.04639,55.42039,-13.374,-24.710389999999997,-2.037610000000001
2026-03-01,42.04564,55.51136,-13.46572,-24.66559,-2.2658599999999964
2026-03-02,42.21197,54.92691,-12.71494,-23.691580000000002,-1.7383100000000056
2026-03-03,42.03161,55.03741,-13.0058,-23.944029999999998,-2.0675799999999995
2026-03-04,42.48022,54.93176,-12.45154,-22.86526,-2.0378199999999964
2026-03-05,41.87806,54.65154,-12.77348,-23.620269999999998,-1.9266999999999967
2026-03-06,41.86022,54.65548,-12.79526,-23.565179999999998,-2.02534
2026-03-07,41.86022,54.65548,-12.79526,-23.565179999999998,-2.02534
2026-03-08,41.94938,54.62543,-12.67605,-23.25703,-2.095079999999996
2026-03-09,41.31487,54.93129,-13.61642,-24.23164,-3.0012000000000043
2026-03-10,41.37852,54.83513,-13.45661,-23.935270000000003,-2.97795
2026-03-11,41.06441,54.93711,-13.8727,-24.2964,-3.448999999999998
2026-03-12,41.03329,54.96659,-13.9333,-24.23861,-3.627980000000001
2026-03-13,40.7053,54.89938,-14.19408,-24.380090000000003,-4.0080699999999965
2026-03-14,40.93003,54.73565,-13.80562,-23.92913,-3.6821000000000055
2026-03-15,40.93003,54.73565,-13.80562,-23.92913,-3.6821000000000055
2026-03-16,40.87589,55.01601,-14.14012,-24.07985,-4.200400000000002
2026-03-17,40.67525,54.99303,-14.31778,-24.051900000000003,-4.583659999999995
2026-03-18,40.2284,55.48332,-15.25492,-25.044600000000003,-5.465229999999998
2026-03-19,40.4072,55.61576,-15.20856,-24.8397,-5.577420000000004
2026-03-20,40.56774,55.64964,-15.0819,-24.24259,-5.921210000000002
2026-03-21,40.56774,55.64964,-15.0819,-24.24259,-5.921210000000002
2026-03-22,40.42904,56.13393,-15.70489,-25.35026,-6.059519999999999
2026-03-23,40.40491,56.29411,-15.8892,-25.41214,-6.366259999999997
2026-03-24,40.02655,56.62035,-16.5938,-26.26323,-6.9243900000000025
2026-03-25,40.04237,56.7716,-16.72923,-26.05025,-7.408209999999997
2026-03-26,40.10165,56.71764,-16.61599,-25.96035,-7.271630000000002
2026-03-27,40.14414,56.73922,-16.59508,-25.954340000000002,-7.235819999999997
2026-03-28,40.14414,56.73922,-16.59508,-25.954340000000002,-7.235819999999997
2026-03-29,40.14414,56.73922,-16.59508,-25.954340000000002,-7.235819999999997
2026-03-30,39.85393,56.88103,-17.0271,-26.691650000000003,-7.362550000000006
2026-03-31,39.70806,56.56165,-16.85359,-26.816630000000004,-6.890539999999994
2026-04-01,39.53173,56.80835,-17.27662,-27.635490000000004,-6.917749999999998
2026-04-02,39.72491,56.64142,-16.91651,-27.318380000000005,-6.514650000000003
2026-04-03,39.44855,56.91437,-17.46582,-27.775139999999993,-7.156509999999997
2026-04-04,39.44855,56.91437,-17.46582,-27.775139999999993,-7.156509999999997
2026-04-05,39.44855,56.91437,-17.46582,-27.775139999999993,-7.156509999999997
2026-04-06,39.76783,56.70943,-16.9416,-27.447649999999996,-6.435549999999999
2026-04-07,39.89987,56.1819,-16.28203,-26.57345,-5.99062
2026-04-08,39.53211,56.47464,-16.94253,-26.76759,-7.117470000000004
2026-04-09,39.5354,56.67849,-17.14309,-26.825160000000004,-7.461019999999998
2026-04-10,39.56138,56.58129,-17.01991,-26.748979999999996,-7.290840000000003
2026-04-11,39.56138,56.58129,-17.01991,-26.748979999999996,-7.290840000000003
2026-04-12,39.6376,56.84645,-17.20885,-27.04088,-7.376830000000005
2026-04-13,39.6255,56.81752,-17.19202,-26.922919999999998,-7.461120000000001
2026-04-14,39.54601,56.695,-17.14899,-26.776229999999998,-7.521770000000004
2026-04-15,39.69151,56.40116,-16.70965,-26.055030000000002,-7.364269999999998
2026-04-16,39.759,56.34039,-16.58139,-25.985350000000004,-7.177429999999994
2026-04-17,39.83741,56.26871,-16.4313,-25.866979999999998,-6.9956299999999985
2026-04-18,39.83741,56.26871,-16.4313,-25.866979999999998,-6.9956299999999985
2026-04-19,39.67382,56.44959,-16.77577,-26.44885,-7.102690000000003
2026-04-20,40.0697,56.26961,-16.19991,-25.72602,-6.673789999999997
2026-04-21,39.30342,56.86145,-17.55803,-27.642960000000002,-7.473089999999999
2026-04-22,38.826,57.6234,-18.7974,-29.537439999999997,-8.057360000000003
2026-04-23,38.96533,57.75173,-18.7864,-28.981810000000003,-8.590980000000002
2026-04-24,39.1582,57.6536,-18.4954,-28.701700000000002,-8.289119999999997
2026-04-25,39.1582,57.6536,-18.4954,-28.701700000000002,-8.289119999999997
2026-04-26,39.1582,57.6536,-18.4954,-28.701700000000002,-8.289119999999997
2026-04-27,39.40571,57.45837,-18.05266,-28.562259999999995,-7.54307
2026-04-28,39.24376,57.48945,-18.24569,-28.8333,-7.658090000000001
2026-04-29,39.4491,57.1122,-17.6631,-28.07483,-7.251370000000001
2026-04-30,39.45932,57.01921,-17.55989,-27.9369,-7.182870000000001
2026-05-01,39.08748,57.53049,-18.44301,-28.963210000000004,-7.922809999999998
2026-05-02,39.08748,57.53049,-18.44301,-28.963210000000004,-7.922809999999998
2026-05-03,39.08748,57.53049,-18.44301,-28.963210000000004,-7.922809999999998
2026-05-04,39.0491,57.6504,-18.6013,-28.74149,-8.461120000000001
2026-05-05,39.04836,57.47286,-18.4245,-28.545029999999997,-8.303970000000007
2026-05-06,38.96943,57.56317,-18.59374,-28.539359999999995,-8.648139999999998
2026-05-07,38.96943,57.56317,-18.59374,-28.539359999999995,-8.648139999999998
2026-05-08,38.82374,57.7697,-18.94596,-28.6483,-9.24362
2026-05-09,38.82374,57.7697,-18.94596,-28.6483,-9.24362
2026-05-10,38.82374,57.7697,-18.94596,-28.6483,-9.24362
2026-05-11,38.80543,57.86335,-19.05792,-29.05784,-9.057990000000004
2026-05-12,38.53104,58.11514,-19.5841,-29.21776,-9.95044
2026-05-13,38.52935,58.10977,-19.58042,-29.197809999999997,-9.963019999999993
2026-05-14,38.52935,58.10977,-19.58042,-29.197809999999997,-9.963019999999993
2026-05-15,38.47079,58.27962,-19.80883,-29.3144,-10.303269999999998
2026-05-16,38.47079,58.27962,-19.80883,-29.3144,-10.303269999999998
2026-05-17,38.49928,58.57935,-20.08007,-29.778800000000004,-10.381340000000002
2026-05-18,38.41823,58.5561,-20.13787,-29.54969,-10.726049999999994
2026-05-19,38.35833,58.57167,-20.21334,-29.39996,-11.026709999999994
2026-05-20,38.51088,58.35501,-19.84413,-28.95565,-10.732599999999998
2026-05-21,38.29062,58.4934,-20.20278,-29.609650000000002,-10.795900000000003
2026-05-22,38.80492,58.10279,-19.29787,-29.013489999999997,-9.582259999999998
2026-05-23,38.80492,58.10279,-19.29787,-29.013489999999997,-9.582259999999998
2026-05-24,38.86402,58.05514,-19.19112,-28.821999999999996,-9.560249999999996
2026-05-25,38.87349,58.05514,-19.18165,-28.820189999999997,-9.543109999999999
2026-05-26,38.89331,58.03261,-19.1393,-28.63668,-9.641930000000002
2026-05-27,38.63374,58.03919,-19.40545,-29.026880000000006,-9.784009999999995
2026-05-28,38.48932,57.85847,-19.36915,-29.061299999999996,-9.677
2026-05-29,38.47689,57.855,-19.37811,-28.982299999999995,-9.77391
2026-05-30,38.47689,57.855,-19.37811,-28.982299999999995,-9.77391
2026-05-31,38.60836,57.74023,-19.13187,-28.75222,-9.511520000000004
2026-06-01,38.51324,57.55786,-19.04462,-28.60017,-9.489069999999998
2026-06-02,38.59551,57.56577,-18.97026,-28.727959999999996,-9.21257
2026-06-03,38.55532,57.72229,-19.16697,-28.898940000000003,-9.434989999999999
2026-06-04,38.87171,57.51098,-18.63927,-28.085589999999996,-9.19296
2026-06-05,38.98804,57.45648,-18.46844,-27.889309999999995,-9.047580000000004
2026-06-06,38.98804,57.45648,-18.46844,-27.889309999999995,-9.047580000000004
2026-06-07,38.99933,57.42728,-18.42795,-27.70774,-9.14817
2026-06-08,38.62694,57.92598,-19.29904,-29.136129999999994,-9.461959999999998
2026-06-09,38.46729,57.92912,-19.46183,-29.232870000000005,-9.690790000000007
2026-06-10,38.74722,57.91206,-19.16484,-28.91729,-9.412410000000001
2026-06-11,38.88708,57.76714,-18.88006,-28.52156,-9.238569999999996
2026-06-12,38.76539,57.96231,-19.19692,-28.43193,-9.9619
2026-06-13,38.62141,58.10323,-19.48182,-28.548009999999998,-10.41565
2026-06-14,38.57901,58.13877,-19.55976,-28.41735,-10.702190000000002
2026-06-15,38.59803,58.12849,-19.53046,-28.51921,-10.541690000000003
2026-06-16,38.76577,57.84352,-19.07775,-27.81451,-10.340989999999998
2026-06-17,38.88559,57.8347,-18.94911,-27.67134,-10.226869999999998
2026-06-18,38.60933,58.02405,-19.41472,-27.82302,-11.006410000000002
2026-06-19,39.14975,57.79478,-18.64503,-27.23805,-10.052
2026-06-20,39.14975,57.79478,-18.64503,-27.23805,-10.052
2026-06-21,39.16558,58.09575,-18.93017,-27.57835,-10.281999999999996
2026-06-22,38.82915,58.3732,-19.54405,-29.043679999999995,-10.044419999999995
2026-06-23,38.77928,58.11727,-19.33799,-29.071959999999997,-9.604019999999998
2026-06-24,38.8314,58.10278,-19.27138,-28.626130000000003,-9.916629999999998
2026-06-25,39.43351,57.56636,-18.13285,-27.950089999999996,-8.31561
2026-06-26,39.59198,57.38088,-17.7889,-27.843990000000005,-7.733809999999998
2026-06-27,39.59198,57.38088,-17.7889,-27.843990000000005,-7.733809999999998
2026-06-28,39.59198,57.38088,-17.7889,-27.843990000000005,-7.733809999999998
2026-06-29,39.5026,57.40963,-17.90703,-28.04956,-7.764499999999998
2026-06-30,39.57876,57.43319,-17.85443,-27.896259999999998,-7.812599999999996
2026-07-01,39.44719,57.50394,-18.05675,-27.951730000000005,-8.16178
2026-07-02,39.31161,57.23874,-17.92713,-28.05733,-7.79692
2026-07-03,39.7339,56.54728,-16.81338,-27.558459999999997,-6.06832
2026-07-04,39.7339,56.54728,-16.81338,-27.558459999999997,-6.06832
2026-07-05,39.7339,56.54728,-16.81338,-27.558459999999997,-6.06832
2026-07-06,39.31454,56.63568,-17.32114,-27.814150000000005,-6.828150000000001
2026-07-07,39.26231,56.87396,-17.61165,-28.337780000000002,-6.885539999999999
2026-07-08,39.34707,56.75045,-17.40338,-28.15685,-6.649900000000002
2026-07-09,39.59968,56.56778,-16.9681,-27.431820000000002,-6.504390000000001
2026-07-10,39.7393,56.49453,-16.75523,-27.32725,-6.1832100000000025
2026-07-11,39.67962,56.54621,-16.86659,-27.49084,-6.242350000000002
2026-07-12,40.10312,56.52161,-16.41849,-27.091630000000002,-5.745350000000002
2026-07-13,39.87084,56.4996,-16.62876,-26.723039999999997,-6.534469999999999
2026-07-14,39.98224,56.3881,-16.40586,-26.5111,-6.300619999999995
2026-07-15,39.78378,56.77293,-16.98915,-27.087290000000003,-6.891020000000005
2026-07-16,39.6537,57.02527,-17.37157,-27.400800000000004,-7.342350000000003
2026-07-17,39.56981,57.24348,-17.67367,-27.319699999999997,-8.027639999999998
2026-07-18,39.56981,57.24348,-17.67367,-27.319699999999997,-8.027639999999998
2026-07-19,39.56981,57.24348,-17.67367,-27.319699999999997,-8.027639999999998
2026-07-20,39.64525,57.24118,-17.59593,-27.26417,-7.927689999999998
2026-07-21,39.26008,57.67797,-18.41789,-29.382469999999998,-7.453299999999999
2026-07-22,39.16122,57.7837,-18.62248,-29.40173,-7.843229999999998
2026-07-23,38.76274,58.231,-19.46826,-29.67022,-9.266289999999998
2026-07-24,38.9704,57.93923,-18.96883,-29.410270000000004,-8.527390000000004
2026-07-25,38.9704,57.93923,-18.96883,-29.410270000000004,-8.527390000000004
2026-07-26,38.9704,57.93923,-18.96883,-29.410270000000004,-8.527390000000004
2026-07-27,39.17809,58.07228,-18.89419,-29.322899999999997,-8.465490000000003
2026-07-28,38.88741,58.19483,-19.30742,-29.82783,-8.787030000000001
2026-07-29,38.44637,58.53572,-20.08935,-30.707660000000004,-9.471040000000002
2026-07-30,38.18075,58.79797,-20.61722,-31.55885,-9.675580000000004
2026-07-31,38.21444,58.793,-20.57856,-31.46642,-9.6907
2026-08-01,38.21444,58.793,-20.57856,-31.46642,-9.6907
2026-08-02,38.21444,58.793,-20.57856,-31.46642,-9.6907
2026-08-03,38.36337,58.18424,-19.82087,-30.86517,-8.776559999999996
2026-08-04,38.10987,58.51557,-20.4057,-31.402880000000003,-9.408519999999996
2026-08-05,38.10987,58.51557,-20.4057,-31.402880000000003,-9.408519999999996
2026-08-06,38.23539,58.3703,-20.13491,-31.09686,-9.172960000000003
2026-08-07,38.48346,58.26772,-19.78426,-30.433029999999995,-9.135509999999996
2026-08-08,38.48346,58.26772,-19.78426,-30.433029999999995,-9.135509999999996
2026-08-09,38.48346,58.26772,-19.78426,-30.433029999999995,-9.135509999999996
2026-08-10,38.54356,58.20139,-19.65783,-30.324589999999993,-8.99107
2026-08-11,38.09782,58.474,-20.37618,-31.090989999999998,-9.661360000000002
2026-08-12,38.15281,58.52143,-20.36862,-30.994239999999998,-9.743020000000001
2026-08-13,38.15281,58.52143,-20.36862,-30.994239999999998,-9.743020000000001
2026-08-14,38.26425,58.25593,-19.99168,-30.402980000000007,-9.580380000000005
2026-08-15,38.26425,58.25593,-19.99168,-30.402980000000007,-9.580380000000005
2026-08-16,38.13527,58.04976,-19.91449,-30.215649999999997,-9.61334
2026-08-17,38.29256,58.00476,-19.7122,-30.233089999999997,-9.191310000000001
2026-08-18,38.05093,58.18879,-20.13786,-31.07531,-9.200410000000005
2026-08-19,38.41061,58.00644,-19.59583,-30.000210000000003,-9.191450000000003
2026-08-20,38.17747,57.91181,-19.73434,-30.044959999999996,-9.423720000000003
2026-08-21,38.08442,57.95539,-19.87097,-30.00707,-9.734879999999997
2026-08-22,38.08442,57.95539,-19.87097,-30.00707,-9.734879999999997
2026-08-23,38.08442,57.95539,-19.87097,-30.00707,-9.734879999999997
2026-08-24,38.35818,57.8521,-19.49392,-29.49705,-9.490789999999997
2026-08-25,38.19681,58.00367,-19.80686,-30.204409999999996,-9.409320000000001
2026-08-26,38.23293,58.17485,-19.94192,-29.922089999999997,-9.961750000000002
2026-08-27,38.20488,58.19782,-19.99294,-29.929630000000003,-10.056249999999999
2026-08-28,38.41,57.96891,-19.55891,-29.87041,-9.247410000000002
2026-08-29,38.41,57.96891,-19.55891,-29.870400000000004,-9.247410000000002
2026-08-30,38.41,57.96891,-19.55891,-29.870400000000004,-9.247410000000002
2026-08-31,38.31784,57.72934,-19.4115,-29.93842,-8.88458
2026-09-01,38.15435,58.02771,-19.87336,-30.365380000000002,-9.381320000000002
2026-09-02,38.15435,58.02771,-19.87336,-30.365380000000002,-9.381320000000002
2026-09-03,38.57146,57.72936,-19.1579,-29.881370000000004,-8.434420000000003
2026-09-04,38.7888,57.48484,-18.69604,-29.64528,-7.746790000000004
2026-09-05,38.7888,57.48484,-18.69604,-29.64528,-7.746790000000004
2026-09-06,38.7888,57.48484,-18.69604,-29.64528,-7.746790000000004
2026-09-07,38.05472,58.54356,-20.48884,-31.641240000000003,-9.33643
2026-09-08,38.42986,57.89053,-19.46067,-30.634280000000004,-8.287079999999996
2026-09-09,38.42514,58.04707,-19.62193,-30.540149999999997,-8.703700000000005
2026-09-10,38.46282,58.14065,-19.67783,-30.467910000000003,-8.887750000000004
2026-09-11,38.2463,58.14803,-19.90173,-30.68464,-9.1188
