date,close
2025-12-11,3873.32
2025-12-12,3889.35
2025-12-15,3867.92
2025-12-16,3824.81
2025-12-17,3870.28
2025-12-18,3876.37
2025-12-19,3890.45
2025-12-22,3917.36
2025-12-23,3919.98
2025-12-24,3940.95
2025-12-25,3959.62
2025-12-26,3963.68
2025-12-29,3965.28
2025-12-30,3965.12
2025-12-31,3968.84
2026-01-05,4023.42
2026-01-06,4083.67
2026-01-07,4085.77
2026-01-08,4082.98
2026-01-09,4120.43
2026-01-12,4165.29
2026-01-13,4138.76
2026-01-14,4126.09
2026-01-15,4112.6
2026-01-16,4101.91
2026-01-19,4114
2026-01-20,4113.65
2026-01-21,4116.94
2026-01-22,4122.58
2026-01-23,4136.16
2026-01-26,4132.61
2026-01-27,4139.9
2026-01-28,4151.24
2026-01-29,4157.98
2026-01-30,4117.95
2026-02-02,4015.75
2026-02-03,4067.74
2026-02-04,4102.2
2026-02-05,4075.92
2026-02-06,4065.58
2026-02-09,4123.09
2026-02-10,4128.37
2026-02-11,4131.98
2026-02-12,4134.02
2026-02-13,4082.07
2026-02-24,4117.41
2026-02-25,4147.23
2026-02-26,4146.63
2026-02-27,4162.88
2026-03-02,4182.59
2026-03-03,4122.68
2026-03-04,4082.47
2026-03-05,4108.57
2026-03-06,4124.19
2026-03-09,4096.6
2026-03-10,4123.14
2026-03-11,4133.43
2026-03-12,4129.1
2026-03-13,4095.45
2026-03-16,4084.79
2026-03-17,4049.91
2026-03-18,4062.98
2026-03-19,4006.55
2026-03-20,3957.05
2026-03-23,3813.28
2026-03-24,3881.28
2026-03-25,3931.84
2026-03-26,3889.08
2026-03-27,3913.72
2026-03-30,3923.29
2026-03-31,3891.86
2026-04-01,3948.55
2026-04-02,3919.29
2026-04-03,3880.1
2026-04-07,3890.16
2026-04-08,3995
2026-04-09,3966.17
2026-04-10,3986.22
2026-04-13,3988.56
2026-04-14,4026.63
2026-04-15,4027.21
2026-04-16,4055.55
2026-04-17,4051.43
2026-04-20,4082.13
2026-04-21,4085.08
2026-04-22,4106.26
2026-04-23,4093.25
2026-04-24,4079.9
2026-04-27,4086.34
2026-04-28,4078.64
2026-04-29,4107.51
2026-04-30,4112.16
2026-05-06,4160.17
2026-05-07,4180.09
2026-05-08,4179.95
2026-05-11,4225.02
2026-05-12,4214.49
2026-05-13,4242.57
2026-05-14,4177.92
2026-05-15,4135.39
2026-05-18,4131.53
2026-05-19,4169.54
2026-05-20,4162.18
2026-05-21,4077.28
2026-05-22,4112.9
2026-05-25,4152.57
2026-05-26,4145.37
2026-05-27,4093.73
2026-05-28,4098.64
2026-05-29,4068.57
2026-06-01,4057.74
2026-06-02,4075.1
2026-06-03,4083.97
2026-06-04,4057.78
2026-06-05,4027.74
2026-06-08,3959.34
2026-06-09,4010.03
2026-06-10,3993.23
2026-06-11,3987.01
2026-06-12,4031.51
2026-06-15,4096.47
2026-06-16,4091.89
2026-06-17,4108.08
2026-06-18,4090.48
2026-06-22,4163.1
2026-06-23,4106.25
2026-06-24,4110.81
2026-06-25,4120.28
2026-06-26,4027.26
2026-06-29,4073.9
2026-06-30,4094.4
2026-07-01,4112.45
2026-07-02,4028.9
2026-07-03,4043.64
2026-07-06,4041.24
2026-07-07,3990.24
2026-07-08,3970.88
2026-07-09,4036.59
2026-07-10,3996.16
2026-07-13,3913.79
2026-07-14,3967.13
2026-07-15,3955.58
2026-07-16,3882.41
2026-07-17,3764.15
2026-07-20,3796.28
2026-07-21,3864.37
2026-07-22,3867.03
2026-07-23,3876.78
2026-07-24,3814.2
2026-07-27,3858.25
2026-07-28,3813.31
2026-07-29,3828.47
2026-07-30,3804.69
2026-07-31,3832.26
2026-08-03,3809.66
2026-08-04,3822.28
2026-08-05,3878.43
2026-08-06,3900.35
2026-08-07,3940.04
2026-08-10,3966.59
2026-08-11,3934.09
2026-08-12,3946.68
2026-08-13,3926.96
2026-08-14,3927.18
2026-08-17,3982.65
2026-08-18,3990.3
2026-08-19,3894.42
2026-08-20,3903.72
2026-08-21,3905.2
2026-08-24,3882.01
2026-08-25,3889.44
2026-08-26,3912.52
2026-08-27,3956.57
2026-08-28,3952.18
2026-08-31,3986.3
2026-09-01,3979.89
2026-09-02,3941.39
2026-09-03,3942.09
2026-09-04,3930.12
2026-09-07,3932.7
2026-09-08,3940.55
2026-09-09,3951.51
2026-09-10,3934.4
2026-09-11,3888.11
