date,close
2025-01-15,3227.12
2025-01-16,3236.03
2025-01-17,3241.82
2025-01-20,3244.38
2025-01-21,3242.62
2025-01-22,3213.62
2025-01-23,3230.16
2025-01-24,3252.63
2025-01-27,3250.6
2025-02-05,3229.49
2025-02-06,3270.66
2025-02-07,3303.67
2025-02-10,3322.17
2025-02-11,3318.06
2025-02-12,3346.39
2025-02-13,3332.48
2025-02-14,3346.72
2025-02-17,3355.83
2025-02-18,3324.49
2025-02-19,3351.54
2025-02-20,3350.78
2025-02-21,3379.11
2025-02-24,3373.03
2025-02-25,3346.04
2025-02-26,3380.21
2025-02-27,3388.06
2025-02-28,3320.9
2025-03-03,3316.93
2025-03-04,3324.21
2025-03-05,3341.96
2025-03-06,3381.1
2025-03-07,3372.55
2025-03-10,3366.16
2025-03-11,3379.83
2025-03-12,3371.92
2025-03-13,3358.73
2025-03-14,3419.56
2025-03-17,3426.13
2025-03-18,3429.76
2025-03-19,3426.43
2025-03-20,3408.95
2025-03-21,3364.83
2025-03-24,3370.03
2025-03-25,3369.98
2025-03-26,3368.7
2025-03-27,3373.75
2025-03-28,3351.31
2025-03-31,3335.75
2025-04-01,3348.44
2025-04-02,3350.13
2025-04-03,3342.01
2025-04-07,3096.58
2025-04-08,3145.55
2025-04-09,3186.81
2025-04-10,3223.64
2025-04-11,3238.23
2025-04-14,3262.81
2025-04-15,3267.66
2025-04-16,3276
2025-04-17,3280.34
2025-04-18,3276.73
2025-04-21,3291.43
2025-04-22,3299.76
2025-04-23,3296.36
2025-04-24,3297.29
2025-04-25,3295.06
2025-04-28,3288.41
2025-04-29,3286.65
2025-04-30,3279.03
2025-05-06,3316.11
2025-05-07,3342.67
2025-05-08,3352
2025-05-09,3342
2025-05-12,3369.24
2025-05-13,3374.87
2025-05-14,3403.95
2025-05-15,3380.82
2025-05-16,3367.46
2025-05-19,3367.58
2025-05-20,3380.48
2025-05-21,3387.57
2025-05-22,3380.19
2025-05-23,3348.37
2025-05-26,3346.84
2025-05-27,3340.69
2025-05-28,3339.93
2025-05-29,3363.45
2025-05-30,3347.49
2025-06-03,3361.98
2025-06-04,3376.2
2025-06-05,3384.1
2025-06-06,3385.36
2025-06-09,3399.77
2025-06-10,3384.82
2025-06-11,3402.32
2025-06-12,3402.66
2025-06-13,3377
2025-06-16,3388.73
2025-06-17,3387.4
2025-06-18,3388.81
2025-06-19,3362.11
2025-06-20,3359.9
2025-06-23,3381.58
2025-06-24,3420.57
2025-06-25,3455.97
2025-06-26,3448.45
2025-06-27,3424.23
2025-06-30,3444.43
2025-07-01,3457.75
2025-07-02,3454.79
2025-07-03,3461.15
2025-07-04,3472.32
2025-07-07,3473.13
2025-07-08,3497.48
2025-07-09,3493.05
2025-07-10,3509.68
2025-07-11,3510.18
2025-07-14,3519.65
2025-07-15,3505
2025-07-16,3503.78
2025-07-17,3516.83
2025-07-18,3534.48
2025-07-21,3559.79
2025-07-22,3581.86
2025-07-23,3582.3
2025-07-24,3605.73
2025-07-25,3593.66
2025-07-28,3597.94
2025-07-29,3609.71
2025-07-30,3615.72
2025-07-31,3573.21
2025-08-01,3559.95
2025-08-04,3583.31
2025-08-05,3617.6
2025-08-06,3633.99
2025-08-07,3639.67
2025-08-08,3635.13
2025-08-11,3647.55
2025-08-12,3665.92
2025-08-13,3683.46
2025-08-14,3666.44
2025-08-15,3696.77
2025-08-18,3728.03
2025-08-19,3727.29
2025-08-20,3766.21
2025-08-21,3771.1
2025-08-22,3825.76
2025-08-25,3883.56
2025-08-26,3868.38
2025-08-27,3800.35
2025-08-28,3843.6
2025-08-29,3857.93
2025-09-01,3875.53
2025-09-02,3858.13
2025-09-03,3813.56
2025-09-04,3765.88
2025-09-05,3812.51
2025-09-08,3826.84
2025-09-09,3807.29
2025-09-10,3812.22
2025-09-11,3875.31
2025-09-12,3870.6
2025-09-15,3860.5
2025-09-16,3861.87
2025-09-17,3876.34
2025-09-18,3831.66
2025-09-19,3820.09
2025-09-22,3828.58
2025-09-23,3821.83
2025-09-24,3853.64
2025-09-25,3853.3
2025-09-26,3828.11
2025-09-29,3862.53
2025-09-30,3882.78
2025-10-09,3933.97
2025-10-10,3897.03
2025-10-13,3889.5
2025-10-14,3865.23
2025-10-15,3912.21
2025-10-16,3916.23
2025-10-17,3839.76
2025-10-20,3863.89
2025-10-21,3916.33
2025-10-22,3913.76
2025-10-23,3922.41
2025-10-24,3950.31
2025-10-27,3996.94
2025-10-28,3988.22
2025-10-29,4016.33
2025-10-30,3986.9
2025-10-31,3954.79
2025-11-03,3976.52
2025-11-04,3960.19
2025-11-05,3969.25
2025-11-06,4007.76
2025-11-07,3997.56
2025-11-10,4018.6
2025-11-11,4002.76
2025-11-12,4000.14
2025-11-13,4029.5
2025-11-14,3990.49
2025-11-17,3972.03
2025-11-18,3939.81
2025-11-19,3946.74
2025-11-20,3931.05
2025-11-21,3834.89
2025-11-24,3836.77
2025-11-25,3870.02
2025-11-26,3864.18
2025-11-27,3875.26
2025-11-28,3888.6
2025-12-01,3914.01
2025-12-02,3897.71
2025-12-03,3878
2025-12-04,3875.79
2025-12-05,3902.81
2025-12-08,3924.08
2025-12-09,3909.52
2025-12-10,3900.5
